,CompanySpend
757,0.4905777344104564
758,0.5036773342932996
759,1.0497
760,1.0426696951201788
763,1.0918
764,0.7187
765,0.7304848154153155
766,0.8324845601735938
767,0.7806
770,4.9597999999999995
771,3.8591000000000006
772,4.080215184584684
773,4.559315439826408
774,4.6638
777,2.516123810920791
778,1.6665789679585064
779,1.6766804748818036
780,1.964079726674993
781,1.9105
784,8.05097618907921
785,6.257421032041494
786,6.9106195251181965
787,7.723920273325008
788,8.035599999999999
791,14.6512
792,14.082999999999998
793,14.0547
794,21.1222
795,23.0435
798,7.7926
799,7.5381
800,7.5967
801,11.734
802,14.3124
805,19.502
806,18.7691
807,18.6414
808,30.296
809,36.3909
812,6.2884
813,6.008900000000001
814,6.093500000000001
815,8.9715
816,10.8167
819,9.5512
820,9.2178
821,9.4399
822,13.8968
823,16.869799999999998
826,16.5515
827,17.3619
828,13.2666
829,14.7791
830,16.9376
833,29.4235
834,31.0033
835,25.1592
836,28.665799999999997
837,33.1289
840,22.5291
841,23.8611
842,18.3585
843,22.2847
844,25.722399999999997
847,8.9847
848,9.4159
849,7.3417
850,8.076799999999999
851,9.4354
854,17.040399999999998
855,17.8786
856,14.1424
857,15.4306
858,18.1912
861,0.1683969061747899
862,0.1780967609937074
863,0.1799034646124216
864,0.3652
865,0.382105084430014
868,1.8028668773309324
869,1.4879729385661804
870,1.2598242619162252
871,0.7416
872,0.7476099479714173
875,2.7180500633829987
876,2.922646846470011
877,2.573449559942224
878,3.659700000000001
879,3.3542446328059508
882,0.0173
883,0.0133
884,0.0122
885,0.0108
886,0.0124999999999999
889,0.0731
890,0.0708
891,0.0715
892,0.0862
893,0.0897999999999999
896,12.467984761960633
897,13.5467
898,14.347890468196322
899,20.397111665464685
900,24.458
903,17.25917890629058
904,14.5309
905,14.702290232756203
906,8.037904597018136
907,10.388199999999998
910,38.248353253879934
911,36.2484
912,35.735576259611264
913,44.77472560744821
914,55.9896
917,95.66738307786883
918,89.6328
919,85.74074303943623
920,101.64065813006896
921,108.7125
924,0.0359
925,0.0233
926,0.0204
927,0.0366
928,0.0302
931,0.3748
932,0.3581999999999999
933,0.3755
934,0.4263
935,0.4785
938,1.0641756904310482
939,1.372726863539404
940,1.488430077801354
941,3.0105
942,3.7998
945,1.1420739109578086
946,1.0795211256580362
947,0.9661195230878042
948,0.5905999999999998
949,0.6933
952,2.1351512255293876
953,2.599050862052095
954,2.4019485379407906
955,3.8424
956,4.185
959,0.0392
960,0.0274
961,0.0237
962,0.0228
963,0.0215
966,0.0345
967,0.0324
968,0.0329
969,0.0679
970,0.0745
973,3.2697366194999034
974,3.62713808865448
975,3.7758
976,5.729229857616826
977,7.56932467509205
980,1.889163380500097
981,2.23146191134552
982,1.9065000000000003
983,2.438770142383173
984,2.4795753249079513
987,0.007
988,0.0048
989,0.0049
990,0.0062
991,0.0062
994,0.2696
995,0.2547
996,0.2666
997,0.2949
998,0.3328
1001,0.3397978913662679
1002,0.4848999999999999
1003,0.5650971904721656
1004,0.9303965827787328
1005,1.0905
1008,1.8747883659019404
1009,2.034
1010,1.9854901286188016
1011,1.2027955822939165
1012,1.5712000000000002
1015,4.346273028973546
1016,5.3314
1017,5.697271674530295
1018,8.545568613278094
1019,11.249200000000002
1022,9.553740713758248
1023,11.9917
1024,11.865741006378736
1025,16.54793922164926
1026,17.9167
1029,0.0538
1030,0.0423
1031,0.0404
1032,0.05
1033,0.0533
1036,0.4375
1037,0.4129
1038,0.4514
1039,0.4997
1040,0.5736
1043,0.3768999999999999
1044,0.2926999999999999
1045,0.2717467883588771
1046,0.3833417765667575
1047,0.4197999999999999
1050,0.1494999999999999
1051,0.1964999999999999
1052,0.3090532116411227
1053,0.5342582234332425
1054,0.5611999999999999
1057,0.7377999999999999
1058,0.6486999999999999
1059,0.7461212098814567
1060,0.8558000000000001
1061,0.9409999999999998
1064,7.7517
1065,8.7602
1066,11.7248
1067,16.6371
1068,21.5738
1071,14.3622
1072,8.8306
1073,9.9303
1074,13.75157494250493
1075,13.7599
1078,1.5069
1079,1.3691
1080,2.3658
1081,4.597925057495068
1082,4.8021
1085,16.867208307964944
1086,26.9396
1087,40.678002969723146
1088,76.25560366597774
1089,71.41319690766557
1092,1.5282916920350516
1093,1.1398
1094,1.2449970302768645
1095,2.901896334022253
1096,2.2788030923344356
1099,59.9514
1100,71.649
1101,107.4862
1102,160.1948
1103,194.0863
1106,0.3236999999999999
1107,0.1998999999999999
1108,0.1799999999999998
1109,0.2555999999999999
1110,0.2214471063829787
1113,0.1071999999999999
1114,0.1211999999999998
1115,0.1753999999999999
1116,0.2681999999999999
1117,0.2486528936170212
1120,9.5025150081391
1121,16.195700000000002
1122,31.36329559532191
1123,42.7326
1124,51.58500305484245
1127,1.677984991860902
1128,1.3479
1129,1.4451044046780843
1130,1.8086
1131,1.6254969451575436
1134,3.8713
1135,3.7804
1136,5.0805
1137,6.2443
1138,6.7877
1141,0.8417
1142,0.6674087865537032
1143,0.8187
1144,1.5818
1145,1.7159999999999995
1148,0.0575999999999999
1149,0.0642912134462967
1150,0.1200999999999999
1151,0.2458999999999999
1152,0.2727999999999999
1155,0.2978
1156,0.2322
1157,0.3009
1158,0.4966
1159,0.4683
1162,1.4204
1163,1.4037000000000002
1164,2.2394999999999996
1165,3.9537
1166,5.0257
1169,13.8419
1170,12.5285
1171,12.936921206658177
1172,24.594899999999996
1173,24.189400000000003
1176,1.5889
1177,2.1652000000000005
1178,3.481878793341819
1179,7.780999999999999
1180,6.516700000000001
1183,3.880900000000001
1184,6.767599999999999
1185,12.9425
1186,22.7597
1187,30.498588363798618
1190,2.295300000000001
1191,2.0816
1192,2.4696
1193,3.9637
1194,4.016211636201387
1197,7.9659
1198,8.9755
1199,13.0215
1200,20.6809
1201,25.1079
1204,1.2921495912492804
1205,1.0715574424146146
1206,0.8788999999999998
1207,1.1852999999999998
1208,0.9013431017167998
1211,1.3134504087507195
1212,1.446342557585385
1213,1.2191999999999998
1214,1.7378
1215,1.1898568982832003
1218,0.0245
1219,0.0423
1220,0.0341999999999999
1221,0.0260999999999999
1222,0.0148
1225,0.1023999999999998
1226,0.0739999999999998
1227,0.0657999999999998
1228,0.0686999999999998
1229,0.0591300236406617
1232,0.0342999999999998
1233,0.0294999999999998
1234,0.0280999999999998
1235,0.0338999999999999
1236,0.0253699763593379
1239,12.3695
1240,10.464600000000004
1241,10.257320160065095
1242,12.846521022202875
1243,12.5244
1246,46.22930000000001
1247,44.35980000000001
1248,40.62207983993491
1249,48.262778977797126
1250,38.5621
1253,0.9479
1254,1.2169
1255,1.0637
1256,0.91
1257,0.4835
1260,6.692699999999999
1261,5.424400000000001
1262,5.418673823894058
1263,5.6799
1264,4.4064
1267,2.0721
1268,1.8027
1269,1.9213261761059417
1270,2.2996
1271,1.6002
1274,0.8184557639301733
1275,0.7773999999999998
1276,0.6740999999999997
1277,0.9439
1278,0.8359000000000001
1281,1.031744236069826
1282,1.2862999999999998
1283,1.1379999999999997
1284,1.8245
1285,1.4845000000000002
1288,0.036
1289,0.0663
1290,0.0492
1291,0.0335
1292,0.0165
1295,0.5861063428662724
1296,0.3917932841152653
1297,0.3556999999999998
1298,0.3243999999999998
1299,0.2359070133963749
1302,0.0396936571337273
1303,0.0282067158847343
1304,0.0270999999999997
1305,0.0278999999999998
1306,0.0177929866036247
1309,0.9129
1310,1.1044
1311,0.9033
1312,1.1581
1313,0.8795
1316,0.0394
1317,0.0481
1318,0.0481
1319,0.0446
1320,0.0288
1323,0.0298267156862742
1324,0.0183999999999998
1325,0.0194999999999999
1326,0.0253999999999999
1327,0.0188693726937268
1330,0.0108732843137253
1331,0.0080999999999998
1332,0.0089999999999997
1333,0.0129999999999999
1334,0.0083306273062727
1337,1.3435774575105277
1338,1.4647802043353693
1339,1.3851999999999998
1340,1.9224000000000003
1341,1.8943459246508925
1344,4.616622542489472
1345,5.9347197956646305
1346,5.6217
1347,7.857600000000001
1348,6.355454075349108
1351,0.33
1352,0.5895
1353,0.4781
1354,0.4795
1355,0.2315999999999999
1358,0.5596682355810265
1359,0.4158663157894735
1360,0.4052999999999997
1361,0.4961999999999998
1362,0.4008999999999999
1365,0.2605317644189731
1366,0.2112336842105261
1367,0.2109999999999998
1368,0.2773999999999997
1369,0.1958999999999998
1372,0.5449999999999999
1373,0.4743233973841433
1374,0.4636
1375,0.6596
1376,0.8305999999999999
1379,0.0779999999999999
1380,0.1448766026158564
1381,0.1497999999999997
1382,0.1239999999999998
1383,0.1326999999999998
1386,6.0624
1387,6.3411
1388,11.6839
1389,11.5177
1390,14.5709
1393,3.2417
1394,2.7822
1395,4.3508
1396,6.5189
1397,8.2852
1400,20.76569184376617
1401,14.312499999999996
1402,16.9438
1403,23.66188839881795
1404,27.2273
1407,1.844108156233829
1408,2.4859
1409,2.8645000000000005
1410,3.1053116011820485
1411,2.5711
1414,12.5577
1415,11.1417
1416,19.4963
1417,39.0526
1418,35.2876
1421,142.2786
1422,132.4449
1423,229.4788
1424,312.4644
1425,380.574
1428,0.4681
1429,0.3239999999999997
1430,0.3070456652512384
1431,0.4396999999999998
1432,0.4381721152263373
1435,0.1619
1436,0.2627999999999999
1437,0.2580543347487614
1438,0.1822999999999999
1439,0.1694278847736625
1442,13.7876
1443,13.1759
1444,22.6289
1445,24.3391
1446,25.170399999999997
1449,3.408399999999999
1450,2.5364
1451,3.9901
1452,5.1182
1453,5.5378
1456,1.217
1457,1.081981876260928
1458,1.3969
1459,2.7217050446553164
1460,3.3954000000000004
1463,0.0656999999999996
1464,0.1078181237390717
1465,0.1381999999999999
1466,0.144594955344683
1467,0.1213999999999998
1470,2.4473000000000003
1471,2.2694
1472,4.7122
1473,6.6828
1474,7.250500000000001
1477,1.3411
1478,1.0038
1479,1.8844
1480,3.545
1481,3.928
1484,20.013304298884872
1485,20.3059
1486,22.07389228678816
1487,42.3199
1488,47.8646
1491,0.8989957011151277
1492,1.7011
1493,1.8449077132118383
1494,1.9165
1495,2.0205
1498,18.8601
1499,20.3486
1500,38.6714
1501,53.342200000000005
1502,62.192
1505,14.8006
1506,12.8698
1507,21.9746
1508,36.9476
1509,44.7317
1512,0.0670016799558697
1513,0.0744036036908768
1514,0.0876021167089523
1515,0.0971020485664252
1516,0.1158999999999998
1519,3.742193829296424
1520,3.839885982417476
1521,3.8126921251661225
1522,4.264989978691533
1523,3.771199999999999
1526,0.3434999999999999
1527,0.3766868355757469
1528,0.4599153853873944
1529,0.4804134784804442
1530,0.6177164755147765
1533,1.9903000000000004
1534,2.055228174034597
1535,2.0608689415228154
1536,2.369366474945289
1537,2.342362474661261
1540,0.0315999999999997
1541,0.0340006267858787
1542,0.0402999999999998
1543,0.0764999999999997
1544,0.0960999999999998
1547,4.9811000000000005
1548,5.117494338648723
1549,5.056900000000001
1550,6.117299999999999
1551,5.955500000000001
1554,0.2470999999999998
1555,0.267812942199884
1556,0.3264
1557,0.332414061508524
1558,0.4297999999999997
1561,1.6061
1562,1.6383791755267738
1563,1.653
1564,1.8115766318372184
1565,1.7701999999999998
1568,0.4010999999999998
1569,0.4342999999999998
1570,0.5527999999999997
1571,0.5631148999788316
1572,0.7405186322119616
1575,2.4395
1576,2.5132000000000003
1577,2.5608000000000004
1578,2.8060742485182044
1579,2.760869466321113
1582,0.1001
1583,0.2465999999999999
1584,0.2842
1585,0.264
1586,0.1857
1589,0.5884999999999997
1590,0.8394
1591,0.7571999999999999
1592,0.912
1593,0.8179999999999997
1596,1.7810999999999997
1597,2.037100000000001
1598,2.8456999999999995
1599,4.4931
1600,4.791100000000001
1603,2.3038
1604,3.7196
1605,4.021177683184693
1606,3.646982053931699
1607,4.5321
1610,2.7762
1611,3.0468
1612,3.7715790684122608
1613,4.050780066922546
1614,4.9276
1617,399.8946
1618,330.7205
1619,368.70339542161514
1620,519.5810892192761
1621,746.1307999999999
1624,0.9785
1625,1.1386
1626,1.5182003929151051
1627,1.9337007042085537
1628,2.0294
1631,10.079399999999998
1632,8.2071
1633,10.724502775535534
1634,19.6412071528681
1635,21.3057
1638,3.2693000000000003
1639,4.002000000000001
1640,5.447901409934266
1641,8.028102923647252
1642,7.338199999999999
1645,3.8599
1646,7.084700000000001
1647,8.857
1648,9.2021
1649,6.0607
1652,6.5913
1653,6.747400000000001
1654,7.161099999999999
1655,10.194179138161434
1656,7.0403
1659,17.950600000000005
1660,14.192799999999998
1661,21.7837
1662,38.67102086183856
1663,40.9969
1666,17.57711264051226
1667,18.728512366413224
1668,17.5229
1669,19.63490599951844
1670,21.60010000000001
1673,86.51156221445385
1674,96.0273634067476
1675,150.0796
1676,259.5151792958268
1677,244.7105
1680,34.9651251450339
1681,36.69072422683919
1682,40.8972
1683,48.12461470465474
1684,39.10249999999999
1687,3092.749
1688,2704.931620990006
1689,3380.0501000000004
1690,5002.937924749189
1691,6712.48688082283
1694,63.92980000000001
1695,83.5031975609043
1696,125.1056
1697,159.9286975944606
1698,151.11380181951125
1701,442.3883000000001
1702,390.6950885879495
1703,565.6718000000001
1704,941.4476858393804
1705,978.653811783646
1708,197.4300000000001
1709,244.40109286113983
1710,372.53600000000006
1711,544.0365918169693
1712,462.9321055740121
1715,0.1467999999999999
1716,0.3865
1717,0.4088
1718,0.3383
1719,0.2069
1722,1.2768
1723,1.2565
1724,1.6154
1725,2.2559
1726,2.1229
1729,4.178
1730,6.1866
1731,6.1589
1732,6.317500000000001
1733,6.4491000000000005
1736,48.738299999999995
1737,57.7303
1738,115.7131
1739,145.4287
1740,176.76590000000002
1743,1.8342
1744,1.7140999999999995
1745,1.9463
1746,2.3654000000000006
1747,2.2243000000000004
1750,199.7133
1751,142.72221083049632
1752,159.7647
1753,195.01188622305307
1754,234.7522
1757,5.5996999999999995
1758,6.030296232411767
1759,8.2117
1760,9.13530403910664
1761,8.0924
1764,10.597799999999998
1765,7.482195325299126
1766,9.835800000000004
1767,15.42080681819488
1768,14.240600000000004
1771,3.779699999999999
1772,3.822497611792776
1773,5.261300000000001
1774,6.6034029196454185
1775,5.1404
1778,0.1605
1779,0.2797
1780,0.4
1781,0.451
1782,0.362
1785,0.6369999999999998
1786,0.7618999999999999
1787,0.8653999999999997
1788,0.9717
1789,0.6718776115424344
1792,0.6866999999999998
1793,0.6662999999999999
1794,1.1059999999999997
1795,2.068
1796,2.3291223884575656
1799,0.6796861311187739
1800,0.991
1801,1.2328168436009892
1802,1.5353000000000008
1803,1.6534117478204644
1806,4.2211138688812255
1807,4.384500000000001
1808,6.08638315639901
1809,9.873800000000005
1810,12.420788252179532
1813,73.2781
1814,52.993407569261784
1815,70.42190000000001
1816,123.4737
1817,173.81250703408898
1820,0.2853999999999999
1821,0.2830995062197818
1822,0.4496999999999999
1823,0.7162
1824,0.6459996544785674
1827,4.17
1828,2.9608948356275246
1829,4.6453
1830,10.6809
1831,10.100894597403348
1834,1.0400999999999998
1835,1.0956980888909045
1836,1.7527
1837,3.075600000000001
1838,2.4042987140291334
1841,1.3443
1842,3.4317
1843,3.9804
1844,4.849500000000001
1845,2.9034
1848,6.1136
1849,8.936271524122107
1850,8.574500000000002
1851,11.933000000000003
1852,8.5447
1855,18.927000000000003
1856,22.445628475877893
1857,32.0605
1858,65.4419
1859,55.63559999999999
1862,11.583757977927377
1863,19.8672
1864,21.509826454259898
1865,27.7171
1866,31.34937994032532
1869,19.905099627117796
1870,24.123300000000004
1871,47.750758727158235
1872,77.4565
1873,104.50893312737912
1876,8.470342394954827
1877,9.6387
1878,12.04891481858186
1879,18.7746
1880,20.422286932295545
1883,410.9378000000001
1884,338.84951772513676
1885,409.4792
1886,645.8711
1887,868.361
1890,5.3458
1891,6.400798445844573
1892,9.3585
1893,13.970900000000002
1894,13.749000000000002
1897,46.01970000000001
1898,37.963790782145075
1899,54.167799999999986
1900,111.3219
1901,115.02859999999998
1904,24.823200000000003
1905,28.63649304687354
1906,40.90789999999999
1907,65.62270000000001
1908,56.677299999999995
1911,9.392064394484782
1912,7.685
1913,8.702300000000001
1914,16.38345697701917
1915,16.5773
1918,4.995399999999999
1919,4.113470712622728
1920,4.703727163424057
1921,9.101528012200223
1922,10.2962
1925,12.501534428499497
1926,10.242161855900472
1927,11.5423
1928,23.4991
1929,26.179355212768872
1932,4.0311
1933,3.2790534925610233
1934,3.772942372614863
1935,6.9587
1936,7.7815
1939,6.122650830770219
1940,5.030145196912654
1941,5.844941900126169
1942,10.779055466729464
1943,12.136
1946,0.9240092705929568
1947,1.0044
1948,0.9997
1949,1.7712999999999997
1950,2.0741
1953,5.6624568114778775
1954,4.7807
1955,3.9261
1956,5.733499999999999
1957,6.5798000000000005
1960,3.380633917929166
1961,3.6667999999999994
1962,3.2971000000000004
1963,5.464099999999999
1964,5.525
1967,68.40847168561027
1968,76.39793243555698
1969,79.73696612814017
1970,98.9307
1971,132.75233292038288
1974,54.207277563510104
1975,46.68691982142971
1976,45.81938053615896
1977,62.1409
1978,91.42852267276145
1981,118.98745075087965
1982,112.4527477430133
1983,109.85135333570084
1984,151.7531
1985,179.07184440685566
1988,5.838951670708592
1989,7.741300000000001
1990,8.2714
1991,14.601799999999995
1992,20.6244
1995,3.586970310469553
1996,3.4683
1997,3.011
1998,4.565799999999999
1999,6.1019000000000005
2002,2.6556780188218543
2003,3.2608000000000006
2004,3.0774
2005,5.7369
2006,6.893500000000001
2009,2.3497000000000003
2010,2.7996
2011,2.4427
2012,3.6413
2013,4.0843
2016,1.8642094942704357
2017,2.7345999999999995
2018,3.1403
2019,4.512500000000001
2020,5.9188
2023,5.8882299882862235
2024,6.535199999999999
2025,6.187799999999999
2026,9.299
2027,13.8288
2030,11.88266051744334
2031,15.0447
2032,15.2025
2033,24.7067
2034,29.512399999999996
2037,0.268
2038,0.427
2039,0.4809
2040,0.4923
2041,0.3664
2044,0.0117
2045,0.0163
2046,0.0146
2047,0.0194
2048,0.0179
2051,0.9997
2052,1.1615
2053,1.7109
2054,2.9641
2055,3.2432
2058,3.8986
2059,6.169200000000001
2060,6.0789
2061,5.8088
2062,5.6714
2065,0.176
2066,0.2322
2067,0.193
2068,0.2417999999999999
2069,0.1958
2072,0.0711
2073,0.0667
2074,0.0801
2075,0.1448
2076,0.1561
2079,0.4906
