,CompanySpend
4483,22.874
4484,31.2541
4487,36.315629204413035
4488,42.15405693089866
4489,43.96023119769212
4490,46.99139999999999
4491,63.9105
4494,64.55075191061981
4495,77.50190466971394
4496,71.22945055010875
4497,88.09250000000002
4498,98.5945
4501,0.5826
4502,0.6379
4503,0.2968
4504,0.2808
4505,0.1191
4508,4.5059
4509,5.217
4510,2.721
4511,2.7041
4512,1.0712
4515,0.291
4516,0.2753
4517,0.1286
4518,0.1054
4519,0.0375
4522,0.1068
4523,0.1022
4524,0.0567
4525,0.0667
4526,0.0277
4529,0.5987
4530,0.6535
4531,0.3296
4532,0.3491
4533,0.1386
4536,0.9275
4537,1.1686
4538,1.1875
4539,1.213
4540,1.687
4543,0.0715016968862728
4544,0.0630014046509552
4545,0.0587999999999999
4546,0.0711999999999997
4547,0.0876999999999998
4550,4.142198303113727
4551,4.422198595349045
4552,4.956300000000001
4553,6.6509
4554,7.2814
4557,0.1271994044079428
4558,0.1124999999999998
4559,0.1114991466434001
4560,0.1382004183061927
4561,0.1715004400380765
4564,21.229600595592057
4565,22.3866
4566,26.0204008533566
4567,32.89989958169381
4568,38.80249955996192
4571,0.0973999999999997
4572,0.0865999999999998
4573,0.0812999999999997
4574,0.1074040165298527
4575,0.1331978409219844
4578,1.9541
4579,2.0229
4580,2.2794999999999996
4581,5.240695983470147
4582,6.036002159078015
4585,0.9572
4586,1.0532
4587,1.2114
4588,1.8011
4589,2.3608
4592,0.0388002534307864
4593,0.0341999999999998
4594,0.0325001756813733
4595,0.0388998293904545
4596,0.0488001804206609
4599,15.271199746569216
4600,15.914
4601,18.466999824318627
4602,22.761600170609544
4603,26.99919981957934
4606,1.8464
4607,2.4184
4608,2.5768
4609,3.6837
4610,4.7285
4613,0.0736002960293453
4614,0.0648999999999997
4615,0.0626999999999998
4616,0.0743999999999998
4617,0.0941999999999997
4620,24.788899703970657
4621,25.8042
4622,31.2767
4623,38.560300000000005
4624,46.5182
4627,4.959768439863112
4628,4.6825669904718294
4629,6.7193000000000005
4630,11.239625368684557
4631,13.3363
4634,2.287131560136888
4635,2.3073330095281697
4636,2.5395999999999996
4637,3.8205746313154463
4638,4.246
4641,10.4457
4642,10.293
4643,14.218500000000002
4644,22.44419999999999
4645,26.506746051691607
4648,11.7221
4649,11.680699999999998
4650,13.333100000000002
4651,18.899199999999997
4652,22.62685394830839
4655,6.467514297829486
4656,6.205914535564277
4657,8.824500000000002
4658,16.409999999999997
4659,19.1273
4662,1.0789857021705136
4663,1.0554854644357226
4664,1.168
4665,3.0103999999999997
4666,3.5198
4669,2.7335
4670,2.604
4671,3.750900000000001
4672,5.298271163674165
4673,6.2261
4676,8.432
4677,8.3035
4678,9.4625
4679,13.075328836325838
4680,15.744000000000002
4683,6.299663037604818
4684,6.0387
4685,8.6094
4686,12.50026392534746
4687,15.239
4690,13.68733696239518
4691,13.4639
4692,16.0263
4693,22.150836074652535
4694,27.126200000000004
4697,2.6783
4698,2.7356000000000003
4699,2.8886
4700,3.9479
4701,5.0163
4704,13.727
4705,13.8489
4706,15.1651
4707,19.5292
4708,26.731699999999996
4711,1.2636
4712,1.2514
4713,1.3285
4714,3.1108
4715,4.1584
4718,9.8742
4719,9.8448
4720,10.7627
4721,13.5112
4722,18.6002
4725,16.0283
4726,15.963
4727,18.2284
4728,22.8893
4729,32.0473
4732,0.6962999999999998
4733,1.2491999999999996
4734,1.1886
4735,0.9288999999999996
4736,0.7043999999999999
4739,0.7989999999999997
4740,0.4017999999999997
4741,0.2703999999999998
4742,0.5070999999999999
4743,0.7689999999999999
4746,1.5446999999999995
4747,0.8308999999999999
4748,0.733911563125305
4749,0.8518999999999999
4750,0.9837
4753,0.8153999999999997
4754,1.2904999999999998
4755,0.9780154090973544
4756,0.988
4757,0.9206999999999996
4760,1.8139
4761,2.3146
4762,3.050548062833824
4763,4.0
4764,4.4372
4767,0.2654999999999999
4768,0.4041999999999999
4769,0.3343052671382878
4770,0.2442999999999999
4771,0.2392999999999998
4774,1.2464999999999995
4775,1.7809
4776,1.2502196978052276
4777,1.2249
4778,1.0056
4781,0.6277789632409608
4782,0.4623999999999999
4783,0.4356143346057651
4784,0.6309999999999998
4785,0.765416458091429
4788,2.3564210367590377
4789,2.5497
4790,2.6032856653942344
4791,3.5542999999999996
4792,3.885283541908571
4795,0.3144343012325045
4796,0.2058999999999997
4797,0.216460011092623
4798,0.230256588003933
4799,0.2642400136177937
4802,0.1641656987674951
4803,0.1280999999999998
4804,0.1442399889073765
4805,0.1766434119960666
4806,0.1762599863822058
4809,26.8402
4810,35.88247224857646
4811,37.0467
4812,32.3856
4813,22.98714507380566
4816,37.175900000000006
4817,13.782827751423532
4818,14.333799999999997
4819,24.7661
4820,28.011754926194342
4823,58.860153467234355
4824,25.067900000000005
4825,26.821200000000005
4826,30.559699999999996
4827,32.24513368070643
4830,9.13220829549181
4831,10.3736
4832,9.2488
4833,11.043699999999998
4834,7.924508277312152
4837,18.280616605699347
4838,16.1267
4839,23.35169999999999
4840,34.4265
4841,37.96883965923525
4844,6.27860570334365
4845,6.935699999999999
4846,6.394900000000001
4847,6.118099999999999
4848,4.637504843969349
4851,17.534815928230852
4852,17.869999999999997
4853,14.4095
4854,21.000299999999996
4855,12.961713538776822
4858,8.462300000000003
4859,5.669
4860,6.1473
4861,7.6941
4862,9.7097
4865,23.7399
4866,22.772499999999997
4867,24.8192
4868,28.233399999999996
4869,35.0087
4872,20.5472
4873,15.10253411854004
4874,17.836200000000005
4875,19.043038591048777
4876,19.68373609799014
4879,9.9132
4880,7.821265881459961
4881,9.8637
4882,11.96716140895122
4883,11.119263902009862
4886,1.0206
4887,1.9574
4888,1.7097
4889,1.1907
4890,0.7846999999999997
4893,0.4361999999999998
4894,0.1946999999999999
4895,0.1064999999999998
4896,0.2144999999999997
4897,0.2800999999999998
4900,1.326699999999999
4901,0.5673999999999997
4902,0.4861118595686541
4903,0.5678857587080269
4904,0.5188853002832862
4907,1.3002999999999996
4908,1.4276999999999995
4909,1.7317422489509122
4910,2.0083496351280186
4911,1.965944305949009
4914,0.5512999999999998
4915,0.7332999999999997
4916,0.5762140577730066
4917,0.3590909948090377
4918,0.3055913427762037
4921,1.4761999999999995
4922,1.8636999999999997
4923,1.3048318337074265
4924,1.0522736113549165
4925,0.7394790509915015
4928,0.0770028025477705
4929,0.05229822259983
4930,0.0499999999999997
4931,0.0602999999999998
4932,0.0568999999999997
4935,2.670597197452229
4936,2.8901017774001705
4937,2.7655
4938,3.3017
4939,3.2279999999999993
4942,1.7998000000000005
4943,1.0905999999999998
4944,1.1707
4945,1.0876235666207117
4946,1.0541
4949,0.1897999999999998
4950,0.1222999999999997
4951,0.1393
4952,0.1452764333792877
4953,0.1234999999999997
4956,1.116
4957,1.4165
4958,1.6730999999999998
4959,1.5876
4960,1.3732000000000002
4963,3.4495603154342467
4964,1.8948402609268424
4965,2.2112583747458774
4966,3.5151518135709385
4967,4.0212
4970,0.8825154307495933
4971,1.1714248900410085
4972,1.1176789605451394
4973,1.0526855695681971
4974,0.7562999999999999
4977,0.6993122274483746
4978,0.7571160869472832
4979,1.1855776824034332
4980,1.840974763536669
4981,2.1571999999999996
4984,0.2236039097060724
4985,0.30080639143276
4986,0.3085941909494766
4987,0.2847960959561342
4988,0.2189999999999998
4991,0.4642081166617123
4992,0.5822123706521046
4993,0.4891907913560722
4994,0.6012917573680602
4995,0.3953999999999997
4998,0.6338709885583523
4999,0.4417251022959763
5000,0.5024999999999998
5001,0.8136999999999999
5002,1.075725725833453
5005,1.5510290114416474
5006,1.3179748977040235
5007,1.5732000000000002
5008,3.4611
5009,3.105774274166547
5012,0.0916999999999998
5013,0.0511999999999998
5014,0.064041990950226
5015,0.085188496732026
5016,0.084259337561663
5019,0.0521999999999997
5020,0.0350999999999998
5021,0.0463580090497736
5022,0.0676115032679736
5023,0.0577406624383366
5026,20.673399999999997
5027,19.561050061271068
5028,34.19583457271049
5029,53.0191
5030,76.2037
5033,9.3473
5034,17.380555628002924
5035,16.64906814514354
5036,17.0668
5037,11.012099999999998
5040,4.302599999999999
5041,2.2284943107260107
5042,1.4204972821459665
5043,3.779399999999999
5044,4.6531
5047,56.7277392199321
5048,35.5652596133406
5049,34.9419
5050,54.6569
5051,56.68574454815439
5054,8.470290924636437
5055,13.73888439860553
5056,11.0744
5057,12.9274
5058,9.617907558514656
5061,19.274879348225543
5062,25.504171038359335
5063,34.3682
5064,58.25889999999999
5065,51.52624049340687
5068,3.0606967206633464
5069,4.745994610615249
5070,4.118699999999999
5071,3.7759
5072,3.644502864139433
5075,5.799193786542581
5076,8.507590339079286
5077,6.3617
5078,7.818599999999999
5079,5.7716045357846495
5082,11.076064547177175
5083,8.136369273529933
5084,8.3004
5085,10.37756724294124
5086,15.223132726236926
5089,20.16563545282282
5090,18.343630726470064
5091,18.2913
5092,21.30283275705876
5093,31.293467273763063
5096,1.7182
5097,1.1577
5098,1.334255193811277
5099,1.663553540392662
5100,1.7909568142884336
5103,1.2464
5104,0.9164
5105,1.0831448061887223
5106,1.443546459607338
5107,1.3613431857115663
5110,0.3644999999999999
5111,0.4400999999999999
5112,0.4734
5113,0.7575999999999999
5114,0.795
5117,0.0192
5118,0.0368
5119,0.0378
5120,0.0322
5121,0.0281
5124,0.0012
5125,0.001
5126,0.0009
5127,0.0008
5128,0.0012
5131,0.924046692607004
5132,0.8819402804421304
5133,0.9000224820221332
5134,1.4327
5135,1.992517441113712
5138,0.7352371519531051
5139,0.8315379784415821
5140,0.910621569134048
5141,1.3764999999999996
5142,1.7261284787967928
5145,0.3197161554398907
5146,0.4760217411162875
5147,0.5114559488438184
5148,0.9351
5149,1.1082540800894949
5152,12.829200000000002
5153,13.4961
5154,15.7691
5155,21.0388
5156,25.7684
5159,0.7403000000000001
5160,1.0591000000000002
5161,1.1747
5162,1.1244999999999998
5163,0.9131
5166,0.5877000000000001
5167,0.5261999999999999
5168,0.5977
5169,0.5958
5170,0.7873000000000001
5173,12.455955019337784
5174,10.811723231548642
5175,12.7011
5176,17.468439243367104
5177,25.27736156434605
5180,7.406573253550676
5181,7.426147270771429
5182,8.6823
5183,10.934324564284594
5184,15.553976349301683
5187,7.8292717271115375
5188,9.929229497679932
5189,13.043500000000002
5190,16.110336192348303
5191,24.934062086352263
5194,0.2862999999999999
5195,0.3912999999999999
5196,0.4416999999999999
5197,0.7953
5198,0.9919
5201,0.0282
5202,0.0579
5203,0.0541999999999999
5204,0.0413
5205,0.0311
5208,0.0034999999999999
5209,0.0029999999999999
5210,0.0035999999999999
5211,0.0023
5212,0.0030999999999999
5215,0.1133999999999998
5216,0.099704609765119
5217,0.1033047404891926
5218,0.1368042578356
5219,0.1480999999999999
5222,0.8332
5223,0.942543577769558
5224,0.967444394474783
5225,1.278739798935541
5226,1.4341999999999997
5229,0.877
5230,1.120651812465323
5231,1.108450865036024
5232,1.7974559432288584
5233,1.852
5236,0.2534
5237,0.3359999999999999
5238,0.3506
5239,0.5048
5240,0.5878000000000001
5243,0.0308
5244,0.0417
5245,0.0530999999999999
5246,0.0550999999999999
5247,0.0545999999999999
5250,0.0006
5251,0.0005
5252,0.0004
5253,0.0008
5254,0.0004
5257,0.933058221528861
5258,0.8424442901540697
5259,1.0381542060466813
5260,1.8474938242762824
5261,2.8004457908286713
5264,0.4839301965678624
5265,0.4297715797130198
5266,0.5503287347919168
5267,1.3404680751650584
5268,1.3797732912642025
5271,0.1856115819032759
5272,0.2399841301329099
5273,0.3267170591614014
5274,0.7502381005586594
5275,0.9857809179071249
5278,1.2811
5279,1.8056
5280,2.1822000000000004
5281,3.4253
5282,4.2468
5285,0.2579
5286,0.5131
5287,0.5280000000000001
5288,0.5927
5289,0.4372999999999999
5292,0.3593999999999999
5293,0.3419999999999999
5294,0.4391999999999999
5295,0.4421999999999999
5296,0.5557
5299,16.3033
5300,15.517533364251609
5301,17.1498
5302,23.560867509455587
5303,39.630368203221
5306,6.291500000000001
5307,5.981874312497854
5308,6.398700000000001
5309,8.250223639541547
5310,13.90332392739501
5313,1.1891999999999998
5314,1.7876923232505408
5315,2.089500000000001
5316,3.089008851002865
5317,4.572607869383989
5320,1.0692048736462092
5321,1.1250049068141472
5322,1.1848
5323,2.0348999999999995
5324,1.8019052063138004
5327,8.330237970863873
5328,7.314431902579022
5329,6.391700000000001
5330,9.113
5331,7.773822461203298
5334,6.959231721547606
5335,7.545532910547688
5336,6.7965
5337,10.3331
5338,7.926822903273342
5341,1.5138000000000005
5342,1.5338999999999998
5343,1.5988
5344,2.019823009535093
5345,1.7663218244946377
5348,79.16161152243752
5349,85.5718871324863
5350,94.50218603547086
5351,113.6545
5352,115.32608551644356
5355,79.74581160747127
5356,71.42998925901489
5357,74.59398897729272
5358,98.76909999999998
5359,108.02048643393816
5362,283.17014121707723
5363,276.6125584055464
5364,281.19175844846905
5365,301.75
5366,315.98976031552183
5369,244.94383565301396
5370,231.4082652029525
5371,226.44226653876737
5372,286.9794999999999
5373,256.9189677340963
5376,7.758746803440871
5377,7.765144916126792
5378,8.3936
5379,9.991599999999998
5380,9.412399999999998
5383,6.756838027059274
5384,8.670858974516689
5385,9.803
5386,16.775046405028064
5387,17.9171
5390,5.276929698228317
5391,5.306474892833824
5392,4.9018999999999995
5393,7.257120075465227
5394,7.209199999999999
5397,5.466830766979583
5398,6.710068251842881
5399,6.343599999999999
5400,10.848930011535558
5401,9.8904
5404,0.7141885069679119
5405,0.7016896161359061
5406,0.7352999999999998
5407,1.5915
5408,1.4642
5411,24.207483346187217
5412,27.679382772283745
5413,29.710414491577374
5414,38.61118486496942
5415,42.719512062676515
5418,4.837016653812783
5419,5.761017227716258
5420,5.035185508422625
5421,6.8860151350305845
5422,5.859987937323486
5425,5.581100000000001
5426,5.5200000000000005
5427,5.956999999999999
5428,6.9127
5429,6.549261549160762
5432,2.157296802019621
5433,3.063
5434,3.721804137024917
5435,5.184104171363785
5436,5.1418
5439,8.662287159011061
5440,9.9987
5441,10.073711197578564
5442,14.78021189282441
5443,16.3384
5446,32.17735230023926
5447,40.684099999999994
5448,44.83014983159781
5449,57.59134634059204
5450,63.4875
5453,24.461163738730058
5454,30.959399999999995
5455,31.337634833798703
5456,46.72273759521976
5457,42.342299999999994
5460,9.059463074566596
5461,8.950539517660335
5462,10.089036943519105
5463,11.7107
5464,11.2841
5467,0.138
5468,0.1953
5469,0.1398
5470,0.0991
5471,0.0827
5474,1.8872
5475,1.8004
5476,1.8015
5477,2.1352
5478,1.8795
5481,3.2608
5482,3.3516
5483,2.6751
5484,2.48
5485,1.6017
5488,9.6729
5489,9.1143
5490,9.4577
5491,10.562
5492,10.0157
5495,0.2863
5496,0.3543
5497,0.2411
5498,0.1455
5499,0.1055
5502,0.8903
5503,0.8236
5504,0.8285
5505,1.6824
5506,1.558
5509,0.1161
5510,0.1452999999999999
5511,0.1291
5512,0.1154999999999999
5513,0.0757
5516,6.958
5517,6.4792
5518,6.7123
5519,7.3073
5520,6.9691
5523,1.5896
5524,2.2935
5525,1.7228
5526,1.5305
5527,1.2587
5530,11.2945
5531,10.5057
5532,11.3683
5533,12.3793
5534,12.0074
5537,4.991899999999999
5538,5.0184999999999995
5539,5.2948
5540,7.1335
5541,7.9179
5544,25.5845
5545,25.4062
5546,27.7977
5547,35.2874
5548,42.1943
5551,2.355
5552,2.2958
5553,2.4351000000000003
5554,5.6208
5555,6.5638
5558,18.4037
5559,18.0605
5560,19.7281
5561,24.4135
5562,29.3592
5565,29.8737
5566,29.284699999999997
5567,33.412800000000004
5568,41.3588
5569,50.5845
5572,0.6437999999999999
5573,0.6858
5574,0.4822
5575,0.7189
5576,0.6942999999999999
5579,0.3477
5580,0.4123999999999999
5581,0.3879
5582,0.4389999999999999
5583,0.5264999999999997
5586,7.384
5587,8.056900000000002
5588,7.497000000000001
5589,8.585899999999999
5590,8.9655
5593,22.6602
5594,21.0314
5595,16.0657
5596,19.966
5597,22.5028
5600,0.6180969539419864
5601,0.7363999999999999
5602,0.7355964374100998
5603,0.8514999999999999
5604,1.0297999999999998
5607,19.67360304605802
5608,22.0957
5609,19.912203562589895
5610,22.8493
5611,26.032199999999996
5614,0.5057
5615,0.6098
5616,0.4499999999999999
5617,0.7547999999999999
5618,0.8663000000000001
5621,0.4731999999999999
5622,0.5667
5623,0.5367
5624,0.6619885101360734
5625,0.799512824420134
5628,4.382200000000001
5629,4.8213
5630,4.362500000000001
5631,5.099511489863927
5632,5.434787175579866
5635,0.4475
5636,0.5236
5637,0.3571999999999999
5638,0.4790999999999999
5639,0.5132
5642,0.1886999999999999
5643,0.2236009705872138
5644,0.2146
5645,0.2398999999999999
5646,0.2932999999999999
5649,19.2807
5650,22.814099029412787
5651,21.8868
5652,25.0724
5653,29.1784
5656,2.2629
5657,2.8137
5658,2.2234
5659,3.2505999999999995
5660,3.7086
5663,0.3579014544464447
5664,0.4245999999999998
5665,0.4134999999999998
5666,0.4583999999999999
5667,0.5654
5670,24.249498545553557
5671,25.139799999999997
5672,23.114000000000004
5673,26.9668
5674,32.2278
5677,0.0614999999999999
5678,0.0686999999999997
5679,0.0766956013075642
5680,0.1097053431396423
5681,0.1208999999999998
5684,1.3454
5685,1.5154
5686,1.6669043986924357
5687,1.9434946568603575
5688,2.184
5691,0.1294999999999998
5692,0.1510999999999998
5693,0.1622951167408831
5694,0.2190054907860096
5695,0.2402946743201612
5698,2.3917999999999995
5699,2.7060999999999997
5700,3.1612048832591166
5701,3.76959450921399
5702,4.271705325679838
5705,0.0801999999999999
5706,0.0911041908179224
5707,0.1006999999999998
5708,0.1600999999999998
5709,0.1733999999999997
5712,1.8313
5713,2.0827958091820773
5714,2.3068
5715,2.9303999999999997
5716,3.3166999999999995
5719,0.0338999999999998
5720,0.0381955586559701
5721,0.0427999999999998
5722,0.0516999999999998
5723,0.0564044304791829
5726,0.7303999999999998
5727,0.8218044413440295
5728,0.9225
5729,1.0620999999999998
5730,1.2166955695208168
5733,0.0780999999999999
5734,0.0886999999999997
5735,0.0982999999999999
5736,0.1219999999999999
5737,0.1380999999999998
5740,1.3852
5741,1.5605
5742,1.777
5743,2.0291
5744,2.3457
5761,0.0474
5762,0.0605
5763,0.047
5764,0.0415
5765,0.0375
5768,0.0041
5769,0.0028
5770,0.0028
5771,0.0027
5772,0.0032
5789,1.1211
5790,1.0385
5791,0.8988
5792,1.0392
5793,0.7259
5796,0.0085
5797,0.0049
5798,0.0047
5799,0.0093
5800,0.0077
5810,0.0984
5811,0.1098
5812,0.081
5813,0.061
5814,0.0478
5817,0.0093
5818,0.0058
5819,0.0054
5820,0.0058
5821,0.0055
5838,0.0399
5839,0.045
5840,0.0434
5841,0.0484
5842,0.0343
5845,0.0017
5846,0.001
5847,0.0011
5848,0.0016
5849,0.0016
5866,0.5465
5867,0.7106
5868,0.5789
5869,0.6414
5870,0.5705
5873,0.0128
5874,0.0089
5875,0.0092
5876,0.0127
5877,0.0136
5880,1.1077
5881,1.1931
5882,0.8931
5883,0.9928
5884,1.2137
5887,1.9691
5888,2.1305
5889,1.6937
5890,1.9257
5891,2.3739
5894,1.5077
5895,1.6397
5896,1.2359
5897,1.497
5898,1.8432
5901,0.6013
5902,0.6471
5903,0.4942
5904,0.5426
5905,0.6761
5908,1.1404
5909,1.2286
5910,0.952
5911,1.0366
5912,1.3035
5915,0.1377
5916,0.1654999999999999
5917,0.1579
5918,0.1501
5919,0.1933
5922,0.2375999999999998
5923,0.2438989681955477
5924,0.2519989159705075
5925,0.3168989570099854
5926,0.3266
5929,8.8606
5930,10.362856160367542
5931,10.333155549628763
5932,11.889960867304287
5933,11.731199999999998
5936,1.2178025048232963
5937,1.2347
5938,1.3230024653398924
5939,1.5676976801175555
5940,1.740302236875084
5943,23.607748557330385
5944,28.419699999999995
5945,27.445251142665477
5946,31.64215317587275
5947,34.0625437818523
5950,0.1121005546813921
5951,0.1116004881057037
5952,0.1158994722246253
5953,0.2496999999999998
5954,0.2706993124380887
5957,5.25842601906006
5958,6.20112712179462
5959,6.012872618977143
5960,7.062000000000001
5961,7.11118193797465
5964,0.142
5965,0.1492
5966,0.161
5967,0.2229
5968,0.2705
5971,0.8759973381465478
5972,0.8777021885160879
5973,0.938902277004414
5974,1.0845953237402317
5975,1.2109023130540757
5978,23.136029697594005
5979,29.34367316730167
5980,30.16677315977106
5981,34.72075030061978
5982,38.17927292968385
5985,0.2738
5986,0.3423
5987,0.3427
5988,0.4558999999999999
5989,0.5416
5992,1.422006344022699
5993,1.4231971388076354
5994,1.5902032160271486
5995,1.8374
5996,2.0863999999999994
5999,29.098429817352823
6000,32.33493499391856
6001,31.858264430157277
6002,37.3443
6003,42.16929999999999
6006,2.888129192483802
6007,2.707626114969136
6008,2.5584
6009,3.698223320721403
6010,3.9859222431179098
6013,1.5361097635543126
6014,1.4491999999999998
6015,1.382891990107096
6016,2.0544917967658214
6017,2.475692183711355
6020,3.844369726511745
6021,3.6085270542810015
6022,3.3934
6023,5.3044
6024,6.294622059843977
6027,1.2396
6028,1.1553
6029,1.1091853483917835
6030,1.5708
6031,1.871
6034,1.8828180673639767
6035,1.7722
6036,1.7183855887286144
6037,2.4331155674562046
6038,2.917985708268437
6041,2.3366498314618807
6042,3.0673472148130303
6043,4.0815
6044,5.057952443361501
6045,5.3803
6048,0.4914894475814242
6049,0.4139928757033949
6050,0.42
6051,0.6086063103323136
6052,0.7296
6055,0.6349863666616569
6056,0.6689884875496894
6057,0.7339
6058,1.0096104681424647
6059,1.0926
6062,1.1944743542950382
6063,1.6606714219338854
6064,1.7846000000000002
6065,2.96843077816372
6066,3.0347000000000004
6069,3.8536000000000006
6070,3.522560488149586
6071,4.229000000000001
6072,4.49836418784979
6073,5.119200000000001
6076,6.0695
6077,5.392639511850414
6078,6.536800000000001
6079,8.062635812150209
6080,7.9192
6083,3.8289
6084,3.9589
6085,5.8163
6086,7.209309769850916
6087,8.991499999999998
6090,6.6257
6091,5.0748
6092,5.926400000000001
6093,7.420510056063518
6094,9.2559
6097,6.396899999999999
6098,5.975
6099,6.997200000000002
6100,8.020010868489916
6101,9.8452
6104,29.2491
6105,34.6391
6106,45.511600000000016
6107,51.141569305595645
6108,68.2758
6111,251.7674
6112,258.33360000000005
6113,348.4995
6114,372.0425405088881
6115,381.1963567206377
6118,366.5283999999999
6119,329.3296000000001
6120,446.9933
6121,546.3794594911119
6122,499.58454327936226
6125,1.2614
6126,1.3739
6127,1.6799736491255586
6128,1.8555216832412091
6129,1.8094769281770775
6132,0.0602999999999998
6133,0.0467999999999999
6134,0.0481992439808641
6135,0.0581006789524731
6136,0.054199308929095
6139,0.7195999999999999
6140,0.7583
6141,0.779687770370951
6142,0.9379109602327836
6143,0.9077884251998622
6146,3.2765
6147,3.9094
6148,3.8675393365226256
6149,5.705866677573534
6150,5.071335337693965
6153,22.0526
6154,18.6559
6155,22.87472162863124
6156,21.25142378440219
6157,20.413599999999995
6160,7.0169999999999995
6161,5.1509
6162,6.312878371368762
6163,6.63187621559781
6164,5.5474
6167,1.821453119076088
6168,2.0713999999999997
6169,3.334
6170,5.751341910918089
6171,5.510145488900321
6174,0.496314474029572
6175,0.3953999999999997
6176,0.4843999999999999
6177,0.7847920735279263
6178,1.0254898549721023
6181,0.4179121875820231
6182,0.3457999999999998
6183,0.4434999999999999
6184,0.9831900696899304
6185,0.8733913596612717
6188,0.6933202193123157
6189,0.8373999999999999
6190,1.1399
6191,2.3815759458640544
6192,2.699273296466305
6195,1.123963206651609
6196,0.8757372305599251
6197,1.2526
6198,1.6660649603566844
6199,1.629638577718858
6202,1.9308367933483912
6203,1.4764627694400745
6204,2.1030000000000006
6205,3.088735039643315
6206,2.594661422281142
6209,7.873970199866024
6210,10.4311
6211,14.487699999999998
6212,15.293200000000002
6213,20.266036125485524
6216,8.672067179357143
6217,7.283599999999999
6218,8.002099999999999
6219,10.0086
6220,14.511525867708636
6223,5.433779435106935
6224,4.8129
6225,5.1568
6226,6.051300000000001
6227,8.800415687295118
6230,4.442783185669898
6231,6.236599999999999
6232,7.2906
6233,9.806
6234,12.52102231951072
6237,21.0527
6238,19.8022
6239,26.0695
6240,32.5004
6241,34.68296381446817
6244,46.0843
6245,38.5876
6246,49.084
6247,65.9053
6248,61.16463618553183
6251,0.23
6252,0.2346744998412194
6253,0.2212999999999999
6254,0.4049
6255,0.447
6258,0.0447
6259,0.0803255001587805
6260,0.0781
6261,0.0832
6262,0.0784
6265,0.4432
6266,0.8638
6267,1.9289
6268,2.4331
6269,2.7093
6272,8.7646
6273,7.078516298923967
6274,8.088000000000001
6275,14.524700000000005
6276,14.651809395097455
6279,1.0566
6280,1.3783837010760316
6281,1.4933000000000003
6282,2.0831000000000004
6283,1.5192906049025428
6286,0.9181
6287,1.5178
6288,3.2186
6289,8.2497
6290,6.5614
6293,0.197531955922865
6294,0.1602523700555737
6295,0.1466
6296,0.2699
6297,0.2358
6300,0.0927680440771349
6301,0.1457476299444262
6302,0.1345
6303,0.1223
6304,0.1001
6307,1.0081
6308,1.7949
6309,3.7357
6310,5.1415
6311,4.6802
6314,0.5137
6315,0.535
6316,0.6668000000000001
6317,1.6707
6318,1.8271037809373356
6321,0.0376
6322,0.0597999999999999
6323,0.0721
6324,0.097
6325,0.0717962190626645
6328,0.1789
6329,0.3092
6330,0.7779
6331,1.4117
6332,1.3482
6335,8.447005747472717
6336,10.0428
6337,10.5368
6338,25.9778
6339,25.7574
6342,0.5150942525272811
6343,0.9432
6344,0.9618
6345,1.2856
6346,1.1939
6349,1.3789
6350,2.7721
6351,6.3842
6352,11.2683
6353,11.5641
6356,1.4513803198848856
6357,1.6763810785973396
6358,1.6687
6359,1.6515
6360,1.6652
6363,3.866715710081744
6364,4.597299999999999
6365,4.4321
6366,4.395099999999999
6367,4.8352
6370,0.8613
6371,1.0031
6372,0.971
6373,0.9809
6374,1.0094
6377,3.789499999999999
6378,4.74670588281947
6379,4.871693944770133
6380,4.822794464576028
6381,5.419406131462717
6384,4.7661
6385,5.230608402066369
6386,5.144891208537947
6387,5.18700922121106
6388,5.985989699249247
6391,0.3106022014629166
6392,0.7334
6393,1.015107382384384
6394,1.4567079622847772
6395,1.7147
6398,0.1541010922261282
6399,0.1838999999999998
6400,0.2062014996036449
6401,0.2663014555889584
6402,0.3171999999999998
6405,4.760633742061691
6406,5.1113
6407,5.092237033373817
6408,6.016132883848046
6409,6.4683
6412,7.681354443326151
6413,6.688400000000001
6414,5.798842172170789
6415,8.137344478272752
6416,9.406
6419,0.654296831430965
6420,1.6121
6421,2.1480907053320695
6422,2.9088099175244366
6423,3.4080999999999997
6426,0.7896961757313665
6427,0.931
6428,1.0826953152381322
6429,1.317304491321143
6430,1.6902999999999997
6433,12.683838575863088
6434,14.017499999999998
6435,13.525141477471864
6436,16.010554587639234
6437,18.7813
6440,4.085480215208937
6441,3.58
6442,3.13428643811848
6443,4.520515412599429
6444,5.8420999999999985
6447,0.4050999999999997
6448,0.972
6449,1.3331905651564688
6450,2.1268
6451,2.459290691415875
6454,0.0726999999999997
6455,0.0840999999999998
6456,0.0948993284078522
6457,0.2097999999999998
6458,0.2628990049092153
6461,2.8251999999999997
6462,3.0586
6463,2.963179029906727
6464,3.5733
6465,3.920985158801954
6468,10.2245
6469,8.9139
6470,7.691145570605636
6471,11.6715
6472,14.854143776045907
6475,0.1711999999999998
6476,0.40780208343977
6477,0.5666999999999999
6478,0.6866971424053397
6479,0.8005027193390695
6482,0.5681
6483,0.661803381119274
6484,0.7683999999999997
6485,0.9113962073514296
6486,1.176103995271305
6489,12.4305
6490,14.47327394320864
6491,14.8663
6492,17.568226892266974
6493,21.051271511993285
6496,3.2969000000000004
6497,2.8538145799912127
6498,2.5140999999999996
6499,3.456285617148065
6500,4.415214998658165
