,Device,Market,SubMarket,Spendings,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Value
11432,Data Converters,Automotive,Other Auto & Aftermarket,143.769,156523.044,375435.146,240508.788,17899.0,18765.1,18101.6,19810.3,21148.5,20467.0,1767.9,2200.7,2102.9,1.7781
11433,Data Converters,Automotive,Other Auto & Aftermarket,126.215,154996.351,364683.863,239774.574,15809.7,17899.0,18765.1,17045.5,19810.3,21148.5,1133.3,1767.9,2200.7,1.5508
11434,Data Converters,Automotive,Other Auto & Aftermarket,239.951,213571.909,486765.422,321378.291,17787.9,15809.7,17899.0,19263.1,17045.5,19810.3,1364.2,1133.3,1767.9,2.7106
11435,Data Converters,Automotive,Other Auto & Aftermarket,267.644,241131.863,603571.229,392057.718,19346.2,17787.9,15809.7,20891.5,19263.1,17045.5,1391.7,1364.2,1133.3,3.1143
11438,Interface,Automotive,Other Auto & Aftermarket,180.49,155621.654,385420.962,244253.607,18765.1,18101.6,16378.9,21148.5,20467.0,18557.6,2200.7,2102.9,1840.6,1.2448
11439,Interface,Automotive,Other Auto & Aftermarket,246.857,148452.552,375435.146,240508.788,17899.0,18765.1,18101.6,19810.3,21148.5,20467.0,1767.9,2200.7,2102.9,1.5266
11440,Interface,Automotive,Other Auto & Aftermarket,262.001,158114.629,364683.863,239774.574,15809.7,17899.0,18765.1,17045.5,19810.3,21148.5,1133.3,1767.9,2200.7,1.2311
11441,Interface,Automotive,Other Auto & Aftermarket,436.0,194289.837,486765.422,321378.291,17787.9,15809.7,17899.0,19263.1,17045.5,19810.3,1364.2,1133.3,1767.9,1.7205
11442,Interface,Automotive,Other Auto & Aftermarket,538.998,217039.34,603571.229,392057.718,19346.2,17787.9,15809.7,20891.5,19263.1,17045.5,1391.7,1364.2,1133.3,1.8452
11445,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,539.761,426191.674,385420.962,244253.607,18765.1,18101.6,16378.9,21148.5,20467.0,18557.6,2200.7,2102.9,1840.6,6.2959
11446,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,718.761,428609.532,375435.146,240508.788,17899.0,18765.1,18101.6,19810.3,21148.5,20467.0,1767.9,2200.7,2102.9,8.2039
11447,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,721.367,459595.802,364683.863,239774.574,15809.7,17899.0,18765.1,17045.5,19810.3,21148.5,1133.3,1767.9,2200.7,7.6615
11448,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,1155.062,592814.876,486765.422,321378.291,17787.9,15809.7,17899.0,19263.1,17045.5,19810.3,1364.2,1133.3,1767.9,11.6737
11449,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,1431.267,651481.707,603571.229,392057.718,19346.2,17787.9,15809.7,20891.5,19263.1,17045.5,1391.7,1364.2,1133.3,13.3327
11452,Amplifier/Comparator,Industrial,Other Industrial,631.361,172603.835,744408.882,537753.4349999999,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,1.1308334373160682
11453,Amplifier/Comparator,Industrial,Other Industrial,591.464,163733.518,694336.713,499930.428,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,1.172534186451142
11454,Amplifier/Comparator,Industrial,Other Industrial,593.2479999999999,163007.011,715358.27,522714.498,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,1.1673
11455,Amplifier/Comparator,Industrial,Other Industrial,844.212,212172.612,898036.093,664308.393,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,1.56716850410911
11456,Amplifier/Comparator,Industrial,Other Industrial,944.739,242620.053,1010453.11,749997.384,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,1.7576999999999998
11459,Amplifier/Comparator,Industrial,Power & Energy,200.53,172603.835,744408.882,59122.3,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,0.5680665626839316
11460,Amplifier/Comparator,Industrial,Power & Energy,189.49,163733.518,694336.713,56477.645,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,0.6090658135488578
11461,Amplifier/Comparator,Industrial,Power & Energy,195.081,163007.011,715358.27,58137.779,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,0.6315
11462,Amplifier/Comparator,Industrial,Power & Energy,240.245,212172.612,898036.093,67325.066,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,0.7205314958908899
11463,Amplifier/Comparator,Industrial,Power & Energy,257.635,242620.053,1010453.11,73245.44499999999,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,0.7238999999999998
11466,Amplifier/Comparator,Wireless Communications,Infrastructure,27.409,172603.835,746450.838,93370.407,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,0.0846
11467,Amplifier/Comparator,Wireless Communications,Infrastructure,28.075,163733.518,696220.217,103327.068,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,0.0711
11468,Amplifier/Comparator,Wireless Communications,Infrastructure,30.0,163007.011,798162.05,123825.195,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,0.0681
11469,Amplifier/Comparator,Wireless Communications,Infrastructure,32.0,212172.612,1019653.858,143949.03900000002,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,0.0873
11470,Amplifier/Comparator,Wireless Communications,Infrastructure,35.002,242620.053,1148735.868,156351.195,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,0.11
11473,Analog Application Specific IC,Industrial,Other Industrial,1852.706,1336573.653,744408.882,537753.4349999999,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,5.7961
11474,Analog Application Specific IC,Industrial,Other Industrial,1696.4689999999998,1263610.429,694336.713,499930.428,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,5.936021960165648
11475,Analog Application Specific IC,Industrial,Other Industrial,1768.073,1368492.046,715358.27,522714.498,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,6.12812148869387
11476,Analog Application Specific IC,Industrial,Other Industrial,2139.697,1733267.025,898036.093,664308.393,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,7.75191983039454
11477,Analog Application Specific IC,Industrial,Other Industrial,2505.149,1969197.965,1010453.11,749997.384,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,9.3667
11480,Analog Application Specific IC,Industrial,Power & Energy,537.0840000000001,1336573.653,744408.882,59122.3,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,1.5137
11481,Analog Application Specific IC,Industrial,Power & Energy,516.9069999999999,1263610.429,694336.713,56477.645,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,1.6703780398343522
11482,Analog Application Specific IC,Industrial,Power & Energy,525.744,1368492.046,715358.27,58137.779,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,1.6772785113061306
11483,Analog Application Specific IC,Industrial,Power & Energy,578.8969999999999,1733267.025,898036.093,67325.066,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,1.9174801696054604
11484,Analog Application Specific IC,Industrial,Power & Energy,646.449,1969197.965,1010453.11,73245.44499999999,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,2.1019
11487,Analog Application Specific IC,Wireless Communications,Infrastructure,2018.108,1336573.653,746450.838,93370.407,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,5.5263
11488,Analog Application Specific IC,Wireless Communications,Infrastructure,2283.899,1263610.429,696220.217,103327.068,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,5.2066
11489,Analog Application Specific IC,Wireless Communications,Infrastructure,2765.002,1368492.046,798162.05,123825.195,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,5.6011
11490,Analog Application Specific IC,Wireless Communications,Infrastructure,3229.001,1733267.025,1019653.858,143949.03900000002,3637.44,3083.77,3368.06,1374.6,6471.6,7026.3,1634.3,1374.6,1531.9,7.217
11491,Analog Application Specific IC,Wireless Communications,Infrastructure,3495.002,1969197.965,1148735.868,156351.195,4434.37,3637.44,3083.77,8848.2,1374.6,6471.6,1812.2,1634.3,1374.6,8.1891
11494,Data Converters,Industrial,Other Industrial,654.53,167391.241,744408.882,537753.4349999999,3035.11,2760.66,2518.24,6363.1,5857.6,5325.1,1424.6,1311.7,1144.3,0.5334999999999999
11495,Data Converters,Industrial,Other Industrial,608.545,156523.044,694336.713,499930.428,3368.06,3035.11,2760.66,7026.3,6363.1,5857.6,1531.9,1424.6,1311.7,0.5363404595404593
11496,Data Converters,Industrial,Other Industrial,598.6619999999999,154996.351,715358.27,522714.498,3083.77,3368.06,3035.11,6471.6,7026.3,6363.1,1374.6,1531.9,1424.6,0.5367999999999997
