,Device,Market,SubMarket,Spendings,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Value
4617,Analog Application Specific IC,Computer Peripherals & Storage,Other Peripherals,720.983,1969197.965,74227.89,46551.218,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.9131
4620,Analog Application Specific IC,Consumer,TV,1267.621,1336573.653,172636.672,55098.333,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.5877000000000001
4621,Analog Application Specific IC,Consumer,TV,1141.083,1263610.429,170045.222,50659.479,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.5261999999999999
4622,Analog Application Specific IC,Consumer,TV,1195.0,1368492.046,185313.426,55647.054,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.5977
4623,Analog Application Specific IC,Consumer,TV,1466.0,1733267.025,245426.412,67554.0,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.5958
4624,Analog Application Specific IC,Consumer,TV,1509.0,1969197.965,262578.29,66960.027,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.7873000000000001
4627,Analog Application Specific IC,Wired Communications,DC Network & Threat Mitigation,338.658,1336573.653,83167.045,14740.36,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,12.455955019337784
4628,Analog Application Specific IC,Wired Communications,DC Network & Threat Mitigation,287.134,1263610.429,81800.134,13047.466,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,10.811723231548642
4629,Analog Application Specific IC,Wired Communications,DC Network & Threat Mitigation,339.352,1368492.046,91046.91,14863.984,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,12.7011
4630,Analog Application Specific IC,Wired Communications,DC Network & Threat Mitigation,353.279,1733267.025,102676.29,15304.743,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,17.468439243367104
4631,Analog Application Specific IC,Wired Communications,DC Network & Threat Mitigation,361.749,1969197.965,117079.375,19307.733,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,25.27736156434605
4634,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,207.92,1336573.653,83167.045,21110.622,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,7.406573253550676
4635,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,148.179,1263610.429,81800.134,15294.747,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,7.426147270771429
4636,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,160.707,1368492.046,91046.91,14769.651,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,8.6823
4637,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,201.507,1733267.025,102676.29,18271.968,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,10.934324564284594
4638,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,215.287,1969197.965,117079.375,24230.271,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,15.553976349301683
4641,Analog Application Specific IC,Wired Communications,Other Wired,762.278,1336573.653,83167.045,31842.327,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,7.8292717271115375
4642,Analog Application Specific IC,Wired Communications,Other Wired,834.886,1263610.429,81800.134,37684.833,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,9.929229497679932
4643,Analog Application Specific IC,Wired Communications,Other Wired,1011.394,1368492.046,91046.91,44445.131,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,13.043500000000002
4644,Analog Application Specific IC,Wired Communications,Other Wired,1044.281,1733267.025,102676.29,48099.55499999999,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,16.110336192348303
4645,Analog Application Specific IC,Wired Communications,Other Wired,1039.747,1969197.965,117079.375,51629.227,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,24.934062086352263
4648,Data Converters,Automotive,Other Auto & Aftermarket,122.402,167391.241,385420.962,244253.607,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.2862999999999999
4649,Data Converters,Automotive,Other Auto & Aftermarket,143.769,156523.044,375435.146,240508.788,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.3912999999999999
4650,Data Converters,Automotive,Other Auto & Aftermarket,126.215,154996.351,364683.863,239774.574,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.4416999999999999
4651,Data Converters,Automotive,Other Auto & Aftermarket,239.951,213571.909,486765.422,321378.291,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.7953
4652,Data Converters,Automotive,Other Auto & Aftermarket,267.644,241131.863,603571.229,392057.718,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.9919
4655,Data Converters,Computer Peripherals & Storage,Other Peripherals,21.564,167391.241,59559.026,40870.402,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.0282
4656,Data Converters,Computer Peripherals & Storage,Other Peripherals,42.135,156523.044,72744.33,62203.546,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.0579
4657,Data Converters,Computer Peripherals & Storage,Other Peripherals,35.0,154996.351,73680.28,60297.26,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.0541999999999999
4658,Data Converters,Computer Peripherals & Storage,Other Peripherals,24.0,213571.909,87144.25,64026.526,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.0413
4659,Data Converters,Computer Peripherals & Storage,Other Peripherals,17.0,241131.863,74227.89,46551.218,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.0311
4662,Data Converters,Consumer,TV,6.9030000000000005,167391.241,172636.672,55098.333,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.0034999999999999
4663,Data Converters,Consumer,TV,5.88,156523.044,170045.222,50659.479,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.0029999999999999
4664,Data Converters,Consumer,TV,6.001,154996.351,185313.426,55647.054,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.0035999999999999
4665,Data Converters,Consumer,TV,5.0,213571.909,245426.412,67554.0,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.0023
4666,Data Converters,Consumer,TV,5.0,241131.863,262578.29,66960.027,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.0030999999999999
4669,Data Converters,Wired Communications,DC Network & Threat Mitigation,3.055,167391.241,83167.045,14740.36,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.1133999999999998
4670,Data Converters,Wired Communications,DC Network & Threat Mitigation,2.624,156523.044,81800.134,13047.466,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.099704609765119
4671,Data Converters,Wired Communications,DC Network & Threat Mitigation,3.0,154996.351,91046.91,14863.984,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.1033047404891926
4672,Data Converters,Wired Communications,DC Network & Threat Mitigation,3.0,213571.909,102676.29,15304.743,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.1368042578356
4673,Data Converters,Wired Communications,DC Network & Threat Mitigation,3.0,241131.863,117079.375,19307.733,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.1480999999999999
4676,Data Converters,Wired Communications,Enterprise/SOHO,6.994,167391.241,83167.045,21110.622,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.8332
4677,Data Converters,Wired Communications,Enterprise/SOHO,4.35,156523.044,81800.134,15294.747,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.942543577769558
4678,Data Converters,Wired Communications,Enterprise/SOHO,5.001,154996.351,91046.91,14769.651,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.967444394474783
4679,Data Converters,Wired Communications,Enterprise/SOHO,6.002,213571.909,102676.29,18271.968,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,1.278739798935541
4680,Data Converters,Wired Communications,Enterprise/SOHO,8.0,241131.863,117079.375,24230.271,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,1.4341999999999997
4683,Data Converters,Wired Communications,Other Wired,119.949,167391.241,83167.045,31842.327,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.877
4684,Data Converters,Wired Communications,Other Wired,135.066,156523.044,81800.134,37684.833,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,1.120651812465323
4685,Data Converters,Wired Communications,Other Wired,126.0,154996.351,91046.91,44445.131,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,1.108450865036024
4686,Data Converters,Wired Communications,Other Wired,143.001,213571.909,102676.29,48099.55499999999,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,1.7974559432288584
4687,Data Converters,Wired Communications,Other Wired,146.999,241131.863,117079.375,51629.227,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,1.852
4690,Interface,Automotive,Other Auto & Aftermarket,180.49,155621.654,385420.962,244253.607,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.2534
4691,Interface,Automotive,Other Auto & Aftermarket,246.857,148452.552,375435.146,240508.788,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.3359999999999999
4692,Interface,Automotive,Other Auto & Aftermarket,262.001,158114.629,364683.863,239774.574,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.3506
4693,Interface,Automotive,Other Auto & Aftermarket,436.0,194289.837,486765.422,321378.291,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.5048
4694,Interface,Automotive,Other Auto & Aftermarket,538.998,217039.34,603571.229,392057.718,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.5878000000000001
4697,Interface,Computer Peripherals & Storage,Other Peripherals,25.929,155621.654,59559.026,40870.402,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.0308
4698,Interface,Computer Peripherals & Storage,Other Peripherals,30.935,148452.552,72744.33,62203.546,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.0417
4699,Interface,Computer Peripherals & Storage,Other Peripherals,34.0,158114.629,73680.28,60297.26,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.0530999999999999
4700,Interface,Computer Peripherals & Storage,Other Peripherals,33.0,194289.837,87144.25,64026.526,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.0550999999999999
4701,Interface,Computer Peripherals & Storage,Other Peripherals,28.0,217039.34,74227.89,46551.218,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.0545999999999999
4704,Interface,Consumer,TV,1.394,155621.654,172636.672,55098.333,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.0006
4705,Interface,Consumer,TV,1.036,148452.552,170045.222,50659.479,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.0005
4706,Interface,Consumer,TV,1.0,158114.629,185313.426,55647.054,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.0004
4707,Interface,Consumer,TV,2.0,194289.837,245426.412,67554.0,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.0008
4708,Interface,Consumer,TV,1.0,217039.34,262578.29,66960.027,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.0004
4711,Interface,Wired Communications,DC Network & Threat Mitigation,27.678,155621.654,83167.045,14740.36,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.933058221528861
4712,Interface,Wired Communications,DC Network & Threat Mitigation,22.323,148452.552,81800.134,13047.466,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.8424442901540697
4713,Interface,Wired Communications,DC Network & Threat Mitigation,27.0,158114.629,91046.91,14863.984,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,1.0381542060466813
4714,Interface,Wired Communications,DC Network & Threat Mitigation,33.0,194289.837,102676.29,15304.743,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,1.8474938242762824
4715,Interface,Wired Communications,DC Network & Threat Mitigation,46.0,217039.34,117079.375,19307.733,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,2.8004457908286717
4718,Interface,Wired Communications,Enterprise/SOHO,10.897,155621.654,83167.045,21110.622,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.4839301965678624
4719,Interface,Wired Communications,Enterprise/SOHO,4.937,148452.552,81800.134,15294.747,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.4297715797130198
4720,Interface,Wired Communications,Enterprise/SOHO,4.0,158114.629,91046.91,14769.651,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.5503287347919168
4721,Interface,Wired Communications,Enterprise/SOHO,13.001,194289.837,102676.29,18271.968,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,1.3404680751650584
4722,Interface,Wired Communications,Enterprise/SOHO,15.001,217039.34,117079.375,24230.271,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,1.3797732912642025
4725,Interface,Wired Communications,Other Wired,68.591,155621.654,83167.045,31842.327,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.1856115819032759
4726,Interface,Wired Communications,Other Wired,76.041,148452.552,81800.134,37684.833,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.2399841301329099
4727,Interface,Wired Communications,Other Wired,104.002,158114.629,91046.91,44445.131,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.3267170591614014
4728,Interface,Wired Communications,Other Wired,166.001,194289.837,102676.29,48099.55499999999,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.7502381005586594
4729,Interface,Wired Communications,Other Wired,172.001,217039.34,117079.375,51629.227,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.9857809179071249
4732,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,539.761,426191.674,385420.962,244253.607,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,1.2811
4733,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,718.761,428609.532,375435.146,240508.788,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,1.8056
4734,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,721.367,459595.802,364683.863,239774.574,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,2.1822000000000004
4735,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,1155.062,592814.876,486765.422,321378.291,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,3.4253
4736,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,1431.267,651481.707,603571.229,392057.718,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,4.2468
4739,Voltage Regulator/Reference,Computer Peripherals & Storage,Other Peripherals,211.316,426191.674,59559.026,40870.402,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.2579
4740,Voltage Regulator/Reference,Computer Peripherals & Storage,Other Peripherals,396.295,428609.532,72744.33,62203.546,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.5131
4741,Voltage Regulator/Reference,Computer Peripherals & Storage,Other Peripherals,367.0,459595.802,73680.28,60297.26,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.5280000000000001
4742,Voltage Regulator/Reference,Computer Peripherals & Storage,Other Peripherals,408.0,592814.876,87144.25,64026.526,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.5927
4743,Voltage Regulator/Reference,Computer Peripherals & Storage,Other Peripherals,233.0,651481.707,74227.89,46551.218,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.4372999999999999
4746,Voltage Regulator/Reference,Consumer,TV,762.226,426191.674,172636.672,55098.333,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,0.3593999999999999
4747,Voltage Regulator/Reference,Consumer,TV,725.949,428609.532,170045.222,50659.479,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,0.3419999999999999
4748,Voltage Regulator/Reference,Consumer,TV,857.001,459595.802,185313.426,55647.054,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,0.4391999999999999
4749,Voltage Regulator/Reference,Consumer,TV,1027.0,592814.876,245426.412,67554.0,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,0.4421999999999999
4750,Voltage Regulator/Reference,Consumer,TV,963.001,651481.707,262578.29,66960.027,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,0.5557
4753,Voltage Regulator/Reference,Wired Communications,DC Network & Threat Mitigation,471.299,426191.674,83167.045,14740.36,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,16.3033
4754,Voltage Regulator/Reference,Wired Communications,DC Network & Threat Mitigation,431.32,428609.532,81800.134,13047.466,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,15.517533364251609
4755,Voltage Regulator/Reference,Wired Communications,DC Network & Threat Mitigation,480.0,459595.802,91046.91,14863.984,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,17.1498
4756,Voltage Regulator/Reference,Wired Communications,DC Network & Threat Mitigation,484.0,592814.876,102676.29,15304.743,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,23.560867509455587
4757,Voltage Regulator/Reference,Wired Communications,DC Network & Threat Mitigation,695.0,651481.707,117079.375,19307.733,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,39.630368203221
4760,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,299.885,426191.674,83167.045,21110.622,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,6.291500000000001
4761,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,223.661,428609.532,81800.134,15294.747,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,5.981874312497854
4762,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,199.001,459595.802,91046.91,14769.651,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,6.398700000000001
4763,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,235.002,592814.876,102676.29,18271.968,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,8.250223639541547
4764,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,366.0,651481.707,117079.375,24230.271,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,13.90332392739501
4767,Voltage Regulator/Reference,Wired Communications,Other Wired,339.341,426191.674,83167.045,31842.327,5355.63,5026.68,4781.31,7320.8,6905.7,6620.8,906.1,924.5,925.3,1.1891999999999998
4768,Voltage Regulator/Reference,Wired Communications,Other Wired,464.861,428609.532,81800.134,37684.833,5978.43,5355.63,5026.68,8281.8,7320.8,6905.7,1010.5,906.1,924.5,1.7876923232505408
4769,Voltage Regulator/Reference,Wired Communications,Other Wired,550.001,459595.802,91046.91,44445.131,6032.7,5978.43,5355.63,8728.9,8281.8,7320.8,1441.1,1010.5,906.1,2.089500000000001
4770,Voltage Regulator/Reference,Wired Communications,Other Wired,574.001,592814.876,102676.29,48099.55499999999,6930.17,6032.7,5978.43,9719.3,8728.9,8281.8,1478.9,1441.1,1010.5,3.089008851002865
4771,Voltage Regulator/Reference,Wired Communications,Other Wired,725.001,651481.707,117079.375,51629.227,8449.5,6930.17,6032.7,11874.3,9719.3,8728.9,1843.7,1478.9,1441.1,4.572607869383989
4774,Amplifier/Comparator,Automotive,Auto ADAS,15.891,172603.835,385420.962,23829.39,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,1.0692048736462092
4775,Amplifier/Comparator,Automotive,Auto ADAS,17.681,163733.518,375435.146,24618.888000000003,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,1.1250049068141472
4776,Amplifier/Comparator,Automotive,Auto ADAS,17.162,163007.011,364683.863,26768.844,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,1.1848
4777,Amplifier/Comparator,Automotive,Auto ADAS,38.448,212172.612,486765.422,39171.096,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,2.0348999999999995
4778,Amplifier/Comparator,Automotive,Auto ADAS,47.636,242620.053,603571.229,49549.986,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,1.8019052063138004
4781,Amplifier/Comparator,Automotive,Auto Infotainment,176.966,172603.835,385420.962,75525.765,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,8.330237970863873
4782,Amplifier/Comparator,Automotive,Auto Infotainment,167.551,163733.518,375435.146,70929.81,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,7.314431902579022
4783,Amplifier/Comparator,Automotive,Auto Infotainment,128.9,163007.011,364683.863,65918.545,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,6.391700000000001
4784,Amplifier/Comparator,Automotive,Auto Infotainment,204.427,212172.612,486765.422,87478.895,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,9.113
4785,Amplifier/Comparator,Automotive,Auto Infotainment,235.043,242620.053,603571.229,114494.20500000002,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,7.773822461203298
4788,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,202.702,172603.835,385420.962,244253.607,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,6.959231721547606
4789,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,232.701,163733.518,375435.146,240508.788,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,7.545532910547688
4790,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,211.203,163007.011,364683.863,239774.574,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,6.7965
4791,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,376.315,212172.612,486765.422,321378.291,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,10.3331
4792,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,490.443,242620.053,603571.229,392057.718,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,7.926822903273342
4795,Amplifier/Comparator,Industrial,Other Industrial,631.361,172603.835,744408.882,537753.4349999999,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,1.5138000000000005
4796,Amplifier/Comparator,Industrial,Other Industrial,591.464,163733.518,694336.713,499930.428,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,1.5338999999999998
4797,Amplifier/Comparator,Industrial,Other Industrial,593.2479999999999,163007.011,715358.27,522714.498,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,1.5988
4798,Amplifier/Comparator,Industrial,Other Industrial,844.212,212172.612,898036.093,664308.393,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,2.019823009535093
4799,Amplifier/Comparator,Industrial,Other Industrial,944.739,242620.053,1010453.11,749997.384,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,1.7663218244946377
4802,Analog Application Specific IC,Automotive,Auto ADAS,1175.586,1336573.653,385420.962,23829.39,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,79.16161152243752
4803,Analog Application Specific IC,Automotive,Auto ADAS,1176.497,1263610.429,375435.146,24618.888000000003,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,85.5718871324863
4804,Analog Application Specific IC,Automotive,Auto ADAS,1286.687,1368492.046,364683.863,26768.844,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,94.50218603547086
4805,Analog Application Specific IC,Automotive,Auto ADAS,1758.832,1733267.025,486765.422,39171.096,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,113.6545
4806,Analog Application Specific IC,Automotive,Auto ADAS,2231.092,1969197.965,603571.229,49549.986,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,115.32608551644356
4809,Analog Application Specific IC,Automotive,Auto Infotainment,1673.304,1336573.653,385420.962,75525.765,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,79.74581160747127
4810,Analog Application Specific IC,Automotive,Auto Infotainment,1504.545,1263610.429,375435.146,70929.81,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,71.42998925901489
4811,Analog Application Specific IC,Automotive,Auto Infotainment,1444.441,1368492.046,364683.863,65918.545,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,74.59398897729272
4812,Analog Application Specific IC,Automotive,Auto Infotainment,1804.265,1733267.025,486765.422,87478.895,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,98.76909999999998
