,Device,Market,SubMarket,Spendings,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Value
6615,Voltage Regulator/Reference,Wired Communications,Carrier,0.0,101291.063,32585.047,0.0,46147.95,45780.3,46136.91,63551.0,62474.3,62517.1,5798.6,7151.5,6919.0,19.5718
6616,Voltage Regulator/Reference,Wired Communications,Carrier,0.0,99479.515,30187.851,0.0,44348.16,46147.95,45780.3,60629.3,63551.0,62474.3,5538.9,5798.6,7151.5,24.171554593936616
6617,Voltage Regulator/Reference,Wired Communications,Carrier,0.0,103400.887,33360.029,0.0,41479.74,44348.16,46147.95,56339.5,60629.3,63551.0,9942.0,5538.9,5798.6,18.8641
6618,Voltage Regulator/Reference,Wired Communications,Carrier,0.0,128025.114,36952.978,0.0,50793.89,41479.74,44348.16,67703.7,56339.5,60629.3,6250.6,9942.0,5538.9,21.6737484278711
6619,Voltage Regulator/Reference,Wired Communications,Carrier,0.0,138115.036,42307.963,0.0,55354.81,50793.89,41479.74,73938.9,67703.7,56339.5,6788.3,6250.6,9942.0,30.36845353763301
6622,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,299.81,101291.063,32585.047,10822.728,46147.95,45780.3,46136.91,63551.0,62474.3,62517.1,5798.6,7151.5,6919.0,28.4236
6623,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,223.565,99479.515,30187.851,7627.347,44348.16,46147.95,45780.3,60629.3,63551.0,62474.3,5538.9,5798.6,7151.5,23.56325573662094
6624,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,199.001,103400.887,33360.029,7252.476,41479.74,44348.16,46147.95,56339.5,60629.3,63551.0,9942.0,5538.9,5798.6,14.130399999999998
6625,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,235.002,128025.114,36952.978,8783.418,50793.89,41479.74,44348.16,67703.7,56339.5,60629.3,6250.6,9942.0,5538.9,17.834939850428782
6626,Voltage Regulator/Reference,Wired Communications,Enterprise/SOHO,366.0,138115.036,42307.963,11856.789,55354.81,50793.89,41479.74,73938.9,67703.7,56339.5,6788.3,6250.6,9942.0,27.85055738990078
6629,Voltage Regulator/Reference,Wired Communications,Other Wired,104.975,101291.063,32585.047,14793.247,46147.95,45780.3,46136.91,63551.0,62474.3,62517.1,5798.6,7151.5,6919.0,4.1793
6630,Voltage Regulator/Reference,Wired Communications,Other Wired,133.637,99479.515,30187.851,16441.567,44348.16,46147.95,45780.3,60629.3,63551.0,62474.3,5538.9,5798.6,7151.5,5.4993896694424445
6631,Voltage Regulator/Reference,Wired Communications,Other Wired,142.999,103400.887,33360.029,18876.681,41479.74,44348.16,46147.95,56339.5,60629.3,63551.0,9942.0,5538.9,5798.6,3.5962000000000005
6632,Voltage Regulator/Reference,Wired Communications,Other Wired,167.999,128025.114,36952.978,20268.777,50793.89,41479.74,44348.16,67703.7,56339.5,60629.3,6250.6,9942.0,5538.9,5.246011721700116
6633,Voltage Regulator/Reference,Wired Communications,Other Wired,200.0,138115.036,42307.963,20752.716,55354.81,50793.89,41479.74,73938.9,67703.7,56339.5,6788.3,6250.6,9942.0,7.142389072466207
6636,Voltage Regulator/Reference,Wireless Communications,Infrastructure,159.084,101291.063,193778.283,56293.8,46147.95,45780.3,46136.91,63551.0,62474.3,62517.1,5798.6,7151.5,6919.0,3.0422
6637,Voltage Regulator/Reference,Wireless Communications,Infrastructure,166.174,99479.515,185735.677,61825.24999999999,44348.16,46147.95,45780.3,60629.3,63551.0,62474.3,5538.9,5798.6,7151.5,2.1711
6638,Voltage Regulator/Reference,Wireless Communications,Infrastructure,197.001,103400.887,212485.648,73625.125,41479.74,44348.16,46147.95,56339.5,60629.3,63551.0,9942.0,5538.9,5798.6,1.4995271668236825
6639,Voltage Regulator/Reference,Wireless Communications,Infrastructure,258.0,128025.114,255121.403,85575.02500000001,50793.89,41479.74,44348.16,67703.7,56339.5,60629.3,6250.6,9942.0,5538.9,2.0346742420214445
6640,Voltage Regulator/Reference,Wireless Communications,Infrastructure,280.0,138115.036,263200.273,93475.125,55354.81,50793.89,41479.74,73938.9,67703.7,56339.5,6788.3,6250.6,9942.0,2.315271443548188
6643,Voltage Regulator/Reference,Wireless Communications,Other Wireless,490.127,101291.063,193778.283,105994.971,46147.95,45780.3,46136.91,63551.0,62474.3,62517.1,5798.6,7151.5,6919.0,7.1708
6644,Voltage Regulator/Reference,Wireless Communications,Other Wireless,431.486,99479.515,185735.677,99451.954,44348.16,46147.95,45780.3,60629.3,63551.0,62474.3,5538.9,5798.6,7151.5,5.6816
6645,Voltage Regulator/Reference,Wireless Communications,Other Wireless,430.0,103400.887,212485.648,104836.024,41479.74,44348.16,46147.95,56339.5,60629.3,63551.0,9942.0,5538.9,5798.6,4.020172833176317
6646,Voltage Regulator/Reference,Wireless Communications,Other Wireless,546.0,128025.114,255121.403,125907.267,50793.89,41479.74,44348.16,67703.7,56339.5,60629.3,6250.6,9942.0,5538.9,5.864525757978555
6647,Voltage Regulator/Reference,Wireless Communications,Other Wireless,517.0,138115.036,263200.273,122225.289,55354.81,50793.89,41479.74,73938.9,67703.7,56339.5,6788.3,6250.6,9942.0,5.792428556451812
6650,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,0.0,33009.633,54238.251,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0960999999999999
6651,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,0.0,31492.062,52181.914,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0923
6652,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,0.0,30177.791,50655.933,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6653,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,0.0,39871.494,69250.263,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6654,Amplifier/Comparator,Automotive,Other Auto & Aftermarket,0.0,44223.186,89681.767,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6657,Amplifier/Comparator,Consumer,Appliance,0.0,33009.633,0.0,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0878999999999999
6658,Amplifier/Comparator,Consumer,Appliance,0.0,31492.062,0.0,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0883999999999999
6659,Amplifier/Comparator,Consumer,Appliance,0.0,30177.791,0.0,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0816
6660,Amplifier/Comparator,Consumer,Appliance,0.0,39871.494,0.0,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0803
6661,Amplifier/Comparator,Consumer,Appliance,0.0,44223.186,0.0,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0846
6664,Amplifier/Comparator,Industrial,Manufacturing Equipment,63.254,33009.633,202444.977,52627.04,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,4.1999
6665,Amplifier/Comparator,Industrial,Manufacturing Equipment,58.716,31492.062,190906.584,48480.544,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,3.951475740553151
6666,Amplifier/Comparator,Industrial,Manufacturing Equipment,61.471,30177.791,197047.823,54473.792,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,3.75742272570568
6667,Amplifier/Comparator,Industrial,Manufacturing Equipment,84.752,39871.494,245502.837,72134.75200000001,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,5.4512
6668,Amplifier/Comparator,Industrial,Manufacturing Equipment,88.482,44223.186,272578.716,80606.75200000001,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,4.940874572729847
6671,Amplifier/Comparator,Industrial,Military/Aerospace,206.914,33009.633,202444.977,30769.57,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,4.8342
6672,Amplifier/Comparator,Industrial,Military/Aerospace,192.99,31492.062,190906.584,28777.034000000003,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,4.250173906744022
6673,Amplifier/Comparator,Industrial,Military/Aerospace,171.478,30177.791,197047.823,26489.814,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,4.729428604607558
6674,Amplifier/Comparator,Industrial,Military/Aerospace,218.258,39871.494,245502.837,32240.494,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,4.6542
6675,Amplifier/Comparator,Industrial,Military/Aerospace,263.783,44223.186,272578.716,36918.492,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,5.754470385713918
6678,Amplifier/Comparator,Industrial,Other Industrial,82.904,33009.633,202444.977,37981.129,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,9.294999999999998
6679,Amplifier/Comparator,Industrial,Other Industrial,84.255,31492.062,190906.584,37117.218,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,8.086750352702827
6680,Amplifier/Comparator,Industrial,Other Industrial,85.306,30177.791,197047.823,38652.791,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,8.04694866968676
6681,Amplifier/Comparator,Industrial,Other Industrial,122.722,39871.494,245502.837,46251.69,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,10.4532
6682,Amplifier/Comparator,Industrial,Other Industrial,138.207,44223.186,272578.716,50064.362,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,8.736055041556236
6685,Analog Application Specific IC,Automotive,Other Auto & Aftermarket,0.0,309095.924,54238.251,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,3.3805
6686,Analog Application Specific IC,Automotive,Other Auto & Aftermarket,0.0,299683.612,52181.914,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,2.8302
6687,Analog Application Specific IC,Automotive,Other Auto & Aftermarket,0.0,328933.757,50655.933,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6688,Analog Application Specific IC,Automotive,Other Auto & Aftermarket,0.0,392841.063,69250.263,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6689,Analog Application Specific IC,Automotive,Other Auto & Aftermarket,0.0,421467.305,89681.767,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6692,Analog Application Specific IC,Consumer,Appliance,0.0,309095.924,0.0,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0846
6693,Analog Application Specific IC,Consumer,Appliance,0.0,299683.612,0.0,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0942
6694,Analog Application Specific IC,Consumer,Appliance,0.0,328933.757,0.0,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.1066
6695,Analog Application Specific IC,Consumer,Appliance,0.0,392841.063,0.0,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.1541
6696,Analog Application Specific IC,Consumer,Appliance,0.0,421467.305,0.0,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.1724
6699,Analog Application Specific IC,Industrial,Manufacturing Equipment,599.933,309095.924,202444.977,52627.04,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,8.5115
6700,Analog Application Specific IC,Industrial,Manufacturing Equipment,555.5809999999999,299683.612,190906.584,48480.544,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,7.892000000000001
6701,Analog Application Specific IC,Industrial,Manufacturing Equipment,625.4159999999999,328933.757,197047.823,54473.792,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,7.388187392903154
6702,Analog Application Specific IC,Industrial,Manufacturing Equipment,775.2570000000001,392841.063,245502.837,72134.75200000001,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,10.3066
6703,Analog Application Specific IC,Industrial,Manufacturing Equipment,907.534,421467.305,272578.716,80606.75200000001,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,10.353384810887972
6706,Analog Application Specific IC,Industrial,Military/Aerospace,369.284,309095.924,202444.977,30769.57,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,8.5938
6707,Analog Application Specific IC,Industrial,Military/Aerospace,345.41,299683.612,190906.584,28777.034000000003,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,7.589700000000001
6708,Analog Application Specific IC,Industrial,Military/Aerospace,332.377,328933.757,197047.823,26489.814,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,8.969084695282705
6709,Analog Application Specific IC,Industrial,Military/Aerospace,386.444,392841.063,245502.837,32240.494,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,9.0273
6710,Analog Application Specific IC,Industrial,Military/Aerospace,450.421,421467.305,272578.716,36918.492,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,11.255383487595234
6713,Analog Application Specific IC,Industrial,Other Industrial,237.248,309095.924,202444.977,37981.129,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,47.6396
6714,Analog Application Specific IC,Industrial,Other Industrial,226.027,299683.612,190906.584,37117.218,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,40.9389
6715,Analog Application Specific IC,Industrial,Other Industrial,229.983,328933.757,197047.823,38652.791,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,42.24612791181414
6716,Analog Application Specific IC,Industrial,Other Industrial,265.173,392841.063,245502.837,46251.69,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,51.7087
6717,Analog Application Specific IC,Industrial,Other Industrial,293.566,421467.305,272578.716,50064.362,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,46.554431701516805
6720,Data Converters,Automotive,Other Auto & Aftermarket,0.0,37411.156,54238.251,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0755
6721,Data Converters,Automotive,Other Auto & Aftermarket,0.0,35659.038,52181.914,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.082
6722,Data Converters,Automotive,Other Auto & Aftermarket,0.0,34241.622,50655.933,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6723,Data Converters,Automotive,Other Auto & Aftermarket,0.0,46699.434,69250.263,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6724,Data Converters,Automotive,Other Auto & Aftermarket,0.0,51527.941,89681.767,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6727,Data Converters,Consumer,Appliance,0.0,37411.156,0.0,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0
6728,Data Converters,Consumer,Appliance,0.0,35659.038,0.0,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0
6729,Data Converters,Consumer,Appliance,0.0,34241.622,0.0,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6730,Data Converters,Consumer,Appliance,0.0,46699.434,0.0,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6731,Data Converters,Consumer,Appliance,0.0,51527.941,0.0,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6734,Data Converters,Industrial,Manufacturing Equipment,12.159,37411.156,202444.977,52627.04,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,5.308532620117122
6735,Data Converters,Industrial,Manufacturing Equipment,11.241,35659.038,190906.584,48480.544,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,5.0188
6736,Data Converters,Industrial,Manufacturing Equipment,11.319,34241.622,197047.823,54473.792,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,4.6981
6737,Data Converters,Industrial,Manufacturing Equipment,30.351,46699.434,245502.837,72134.75200000001,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,7.9284
6738,Data Converters,Industrial,Manufacturing Equipment,30.668,51527.941,272578.716,80606.75200000001,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,7.886
6741,Data Converters,Industrial,Military/Aerospace,281.81,37411.156,202444.977,30769.57,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,6.580140433951714
6742,Data Converters,Industrial,Military/Aerospace,265.199,35659.038,190906.584,28777.034000000003,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,5.8413
6743,Data Converters,Industrial,Military/Aerospace,237.204,34241.622,197047.823,26489.814,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,6.5447
6744,Data Converters,Industrial,Military/Aerospace,309.213,46699.434,245502.837,32240.494,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,7.017799999999999
6745,Data Converters,Industrial,Military/Aerospace,342.962,51527.941,272578.716,36918.492,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,8.739
6748,Data Converters,Industrial,Other Industrial,25.93,37411.156,202444.977,37981.129,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,4.385126945931166
6749,Data Converters,Industrial,Other Industrial,25.535,35659.038,190906.584,37117.218,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,3.6993
6750,Data Converters,Industrial,Other Industrial,26.798,34241.622,197047.823,38652.791,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,3.7009
6751,Data Converters,Industrial,Other Industrial,82.399,46699.434,245502.837,46251.69,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,8.2366
6752,Data Converters,Industrial,Other Industrial,85.021,51527.941,272578.716,50064.362,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,7.241999999999999
6755,Interface,Automotive,Other Auto & Aftermarket,0.0,40841.875,54238.251,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0668
6756,Interface,Automotive,Other Auto & Aftermarket,0.0,38870.652,52181.914,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0705
6757,Interface,Automotive,Other Auto & Aftermarket,0.0,40817.136,50655.933,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6758,Interface,Automotive,Other Auto & Aftermarket,0.0,49761.951,69250.263,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6759,Interface,Automotive,Other Auto & Aftermarket,0.0,53667.156,89681.767,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6762,Interface,Consumer,Appliance,0.0,40841.875,0.0,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.0907
6763,Interface,Consumer,Appliance,0.0,38870.652,0.0,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.0797
6764,Interface,Consumer,Appliance,0.0,40817.136,0.0,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0832
6765,Interface,Consumer,Appliance,0.0,49761.951,0.0,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.1191
6766,Interface,Consumer,Appliance,0.0,53667.156,0.0,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.1184
6769,Interface,Industrial,Manufacturing Equipment,360.068,40841.875,202444.977,52627.04,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,3.18289205778065
6770,Interface,Industrial,Manufacturing Equipment,333.33500000000004,38870.652,190906.584,48480.544,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,2.9969087108550703
6771,Interface,Industrial,Manufacturing Equipment,354.00199999999995,40817.136,197047.823,54473.792,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,3.0057
6772,Interface,Industrial,Manufacturing Equipment,472.9980000000001,49761.951,245502.837,72134.75200000001,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,3.1735000000000007
6773,Interface,Industrial,Manufacturing Equipment,506.999,53667.156,272578.716,80606.75200000001,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,3.1951000000000005
6776,Interface,Industrial,Military/Aerospace,112.319,40841.875,202444.977,30769.57,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,2.6241934518922942
6777,Interface,Industrial,Military/Aerospace,104.555,38870.652,190906.584,28777.034000000003,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,2.3050066997634016
6778,Interface,Industrial,Military/Aerospace,95.001,40817.136,197047.823,26489.814,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,2.6173
6779,Interface,Industrial,Military/Aerospace,112.0,49761.951,245502.837,32240.494,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,2.5435
6780,Interface,Industrial,Military/Aerospace,125.001,53667.156,272578.716,36918.492,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,3.2056
6783,Interface,Industrial,Other Industrial,195.196,40841.875,202444.977,37981.129,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,34.26851449032706
6784,Interface,Industrial,Other Industrial,189.384,38870.652,190906.584,37117.218,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,29.10238458938153
6785,Interface,Industrial,Other Industrial,204.0,40817.136,197047.823,38652.791,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,29.9823
6786,Interface,Industrial,Other Industrial,223.0,49761.951,245502.837,46251.69,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,35.77460000000001
6787,Interface,Industrial,Other Industrial,235.001,53667.156,272578.716,50064.362,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,32.3931
6790,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,101291.063,54238.251,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.3375
6791,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,99479.515,52181.914,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.3786
6792,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,103400.887,50655.933,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.0
6793,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,128025.114,69250.263,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.0
6794,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,138115.036,89681.767,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.0
6797,Voltage Regulator/Reference,Consumer,Appliance,0.0,101291.063,0.0,0.0,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,0.175
6798,Voltage Regulator/Reference,Consumer,Appliance,0.0,99479.515,0.0,0.0,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,0.1829
6799,Voltage Regulator/Reference,Consumer,Appliance,0.0,103400.887,0.0,0.0,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,0.1770999999999999
6800,Voltage Regulator/Reference,Consumer,Appliance,0.0,128025.114,0.0,0.0,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,0.2438
6801,Voltage Regulator/Reference,Consumer,Appliance,0.0,138115.036,0.0,0.0,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,0.2371
6804,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,609.181,101291.063,202444.977,52627.04,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,5.118907788692405
6805,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,556.144,99479.515,190906.584,48480.544,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,4.846508591272409
6806,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,650.098,103400.887,197047.823,54473.792,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,4.7475
6807,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,890.853,128025.114,245502.837,72134.75200000001,23394.0,22169.0,24339.0,34392.0,32637.0,36709.0,8696.0,7656.0,8592.0,5.9158917121855055
6808,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,985.278,138115.036,272578.716,80606.75200000001,23825.0,23394.0,22169.0,35466.0,34392.0,32637.0,8274.0,8696.0,7656.0,6.205190901119396
6811,Voltage Regulator/Reference,Industrial,Military/Aerospace,213.118,101291.063,202444.977,30769.57,29046.0,28144.0,27677.0,41802.0,40534.0,39302.0,9018.0,8314.0,7718.0,4.977107572935781
6812,Voltage Regulator/Reference,Industrial,Military/Aerospace,198.655,99479.515,190906.584,28777.034000000003,24339.0,29046.0,28144.0,36709.0,41802.0,40534.0,8592.0,9018.0,8314.0,4.376707758469401
6813,Voltage Regulator/Reference,Industrial,Military/Aerospace,182.779,103400.887,197047.823,26489.814,22169.0,24339.0,29046.0,32637.0,36709.0,41802.0,7656.0,8592.0,9018.0,5.0417
