,Company,Year,CompanySpend,TotalSpend,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Device_Amplifier/Comparator,Device_Analog Application Specific IC,Device_Data Converters,Device_Interface,Device_Voltage Regulator/Reference,Market_Automotive,Market_Computer Peripherals & Storage,Market_Computer Platforms,Market_Consumer,Market_Industrial,Market_Wired Communications,Market_Wireless Communications,SubMarket_Appliance,SubMarket_Audio,SubMarket_Auto ADAS,SubMarket_Auto Infotainment,SubMarket_Auto Powertrain,SubMarket_Carrier,SubMarket_Connected Consumer,SubMarket_DC Network & Threat Mitigation,SubMarket_Data Center Servers,SubMarket_Desktop PCs,SubMarket_Enterprise/SOHO,SubMarket_Flash Cards/Drives,SubMarket_Handset,SubMarket_Infrastructure,SubMarket_Manufacturing Equipment,SubMarket_Media Tablets,SubMarket_Medical,SubMarket_Military/Aerospace,SubMarket_Notebook PCs,SubMarket_Other Auto & Aftermarket,SubMarket_Other Computer Products,SubMarket_Other Consumer,SubMarket_Other Industrial,SubMarket_Other Peripherals,SubMarket_Other Storage,SubMarket_Other Wired,SubMarket_Other Wireless,SubMarket_Power & Energy,SubMarket_STB,SubMarket_Smart Cards,SubMarket_TV,SubMarket_Tablet PCs,SubMarket_Test & Measurement,SubMarket_Video Games
4715,Fujitsu,2022,0.0545999999999998,4.0,51527.941,34703.905,7424.33,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4716,Fujitsu,2023,0.0249999999999998,3.0,53146.556,26045.0,4170.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4717,Fujitsu,2024,0.0161999999999998,2.0,55669.719,24715.01,3210.01,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4718,Fujitsu,2018,0.1281999999999999,0.0,37411.156,8413.668,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4719,Fujitsu,2019,0.0537999999999999,0.0,35659.038,7501.488,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720,Fujitsu,2020,0.09122187574958,0.0,34241.622,6216.0,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4721,Fujitsu,2021,0.1041668364099296,0.0,46699.434,6888.0,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,Fujitsu,2022,0.0792336877924287,0.0,51527.941,6528.0,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,Fujitsu,2023,0.0564999999999998,0.0,53146.556,5556.0,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,Fujitsu,2024,0.0381736551724134,0.0,55669.719,4992.0,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,Fujitsu,2018,0.0,22.722,37411.156,8413.668,8413.668,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4726,Fujitsu,2019,0.0,18.083,35659.038,7501.488,7501.488,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,Fujitsu,2020,0.0,14.0,34241.622,6216.0,6216.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4728,Fujitsu,2021,0.0,14.0,46699.434,6888.0,6888.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4729,Fujitsu,2022,0.0,15.0,51527.941,6528.0,6528.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4730,Fujitsu,2023,0.0,9.0,53146.556,5556.0,5556.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,Fujitsu,2024,0.0,8.0,55669.719,4992.0,4992.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4732,Fujitsu,2018,0.0669999999999998,0.0,37411.156,8413.668,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4733,Fujitsu,2019,0.0766999999999998,0.0,35659.038,7501.488,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4734,Fujitsu,2020,0.0569136483569199,0.0,34241.622,6216.0,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,Fujitsu,2021,0.0592811266709101,0.0,46699.434,6888.0,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736,Fujitsu,2022,0.0485206295193533,0.0,51527.941,6528.0,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4737,Fujitsu,2023,0.0432999999999998,0.0,53146.556,5556.0,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738,Fujitsu,2024,0.0324775862068963,0.0,55669.719,4992.0,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739,Fujitsu,2018,0.2284999999999998,0.0,37411.156,8413.668,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4740,Fujitsu,2019,0.3074999999999999,0.0,35659.038,7501.488,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,Fujitsu,2020,0.2688644758934994,0.0,34241.622,6216.0,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,Fujitsu,2021,0.1506520369191595,0.0,46699.434,6888.0,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4743,Fujitsu,2022,0.1074456826882176,0.0,51527.941,6528.0,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4744,Fujitsu,2023,0.0965999999999998,0.0,53146.556,5556.0,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4745,Fujitsu,2024,0.0742487586206896,0.0,55669.719,4992.0,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4746,Fujitsu,2018,0.1062035087719296,0.0,37411.156,0.0,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4747,Fujitsu,2019,0.0798018427518426,0.0,35659.038,0.0,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4748,Fujitsu,2020,0.0518999999999998,0.0,34241.622,0.0,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4749,Fujitsu,2021,0.0442999999999998,0.0,46699.434,0.0,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4750,Fujitsu,2022,0.0347999999999997,0.0,51527.941,0.0,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4751,Fujitsu,2023,0.0201019417475727,0.0,53146.556,0.0,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4752,Fujitsu,2024,0.0167017543859647,0.0,55669.719,0.0,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4753,Fujitsu,2018,0.00189649122807,0.0,37411.156,0.0,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4754,Fujitsu,2019,0.001498157248157,0.0,35659.038,0.0,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4755,Fujitsu,2020,0.0010999999999999,0.0,34241.622,0.0,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4756,Fujitsu,2021,0.0005999999999999,0.0,46699.434,0.0,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4757,Fujitsu,2022,0.0005999999999999,0.0,51527.941,0.0,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4758,Fujitsu,2023,0.000398058252427,0.0,53146.556,0.0,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4759,Fujitsu,2024,0.0002982456140349,0.0,55669.719,0.0,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4760,Fujitsu,2018,0.0896,25.93,37411.156,202444.977,37981.129,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4761,Fujitsu,2019,0.0905,25.535,35659.038,190906.584,37117.218,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4762,Fujitsu,2020,0.0681,26.798,34241.622,197047.823,38652.791,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4763,Fujitsu,2021,0.1284,82.399,46699.434,245502.837,46251.69,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4764,Fujitsu,2022,0.1169,85.021,51527.941,272578.716,50064.362,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4765,Fujitsu,2023,0.1239,90.937,53146.556,288592.565,49599.422,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4766,Fujitsu,2024,0.1187,88.033,55669.719,311968.948,52000.095,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4767,Fujitsu,2018,0.4911191305364027,0.0,37411.156,32585.047,0.0,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768,Fujitsu,2019,0.5409999999999998,0.0,35659.038,30187.851,0.0,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4769,Fujitsu,2020,1.1751223901072727,0.0,34241.622,33360.029,0.0,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,Fujitsu,2021,1.1673797796792185,0.0,46699.434,36952.978,0.0,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,Fujitsu,2022,0.9633999999999998,0.0,51527.941,42307.963,0.0,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,Fujitsu,2023,0.710282002685788,0.0,53146.556,46650.083999999995,0.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773,Fujitsu,2024,0.5868160538411029,0.0,55669.719,47317.966,0.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,Fujitsu,2018,0.0656025554127223,2.157,37411.156,32585.047,6969.072,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,Fujitsu,2019,0.0514999999999997,1.8,35659.038,30187.851,6118.937,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,Fujitsu,2020,0.0941017929615301,2.0,34241.622,33360.029,7230.871999999999,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,Fujitsu,2021,0.1020982315446702,2.0,46699.434,36952.978,7900.782999999999,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,Fujitsu,2022,0.0806999999999998,2.0,51527.941,42307.963,9698.458,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,Fujitsu,2023,0.0794979856589047,2.0,53146.556,46650.083999999995,9416.0,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,Fujitsu,2024,0.1020027905449767,2.0,55669.719,47317.966,9636.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4781,Fujitsu,2018,1.6300634957734408,6.934,37411.156,32585.047,10822.728,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,Fujitsu,2019,1.7373,4.276,35659.038,30187.851,7627.347,18483.69,19385.78,20546.22,1920.8,26713.5,28400.9,3191.7,2494.6,1920.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,Fujitsu,2020,3.1730604576720074,5.001,34241.622,33360.029,7252.476,17074.53,18483.69,19385.78,24353.9,1920.8,26713.5,3008.1,3191.7,2494.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,Fujitsu,2021,3.4331405341739702,6.002,46699.434,36952.978,8783.418,16668.17,17074.53,18483.69,24186.7,24353.9,1920.8,2599.0,3008.1,3191.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,Fujitsu,2022,2.8120999999999996,8.0,51527.941,42307.963,11856.789,17028.29,16668.17,17074.53,3008.1,24186.7,24353.9,3143.6,2599.0,3008.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,Fujitsu,2023,2.466637499683279,6.002,53146.556,46650.083999999995,12159.084,10574.334285713963,17028.29,16668.17,25040.92,3008.1,24186.7,3601.51,3143.6,2599.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,Fujitsu,2024,2.430766499781134,8.0,55669.719,47317.966,13083.0,11594.410357142566,10574.334285713963,17028.29,25512.15,25040.92,3008.1,2898.43,3601.51,3143.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,Fujitsu,2018,0.3804148182774336,72.241,37411.156,32585.047,14793.247,19385.78,20546.22,21907.71,26713.5,28400.9,30386.3,2494.6,1920.8,2521.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
